"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"189","Dyami Brown","WAS","WR","15","188","24","0.13","34.7%","0.88","134","71.3%","13.9%","20","0.15","24.7%","1.15","54","28.7%","5.8%","3","0.06","10.0%","0.09","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"190","Josiah Deguara","GB","TE","16","188","32","0.17","30.6%","1.30","39","20.7%","3.8%","2","0.05","6.3%","0.18","75","39.9%","8.8%","14","0.19","12.2%","1.23","66","35.1%","21.0%","14","0.21","10.7%","2.03","8","4.3%","2.5%","1","0.13","1.3%","0.50"
"191","James O'Shaughnessy","JAX","TE","7","186","34","0.18","63.3%","1.31","20","10.8%","3.7%","4","0.20","6.8%","1.40","96","51.6%","20.0%","15","0.16","32.7%","1.20","70","37.6%","56.0%","15","0.21","23.8%","1.44","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"192","Geoff Swaim","TEN","TE","16","185","38","0.21","33.8%","1.14","13","7.0%","1.3%","0","0.00","2.4%","0.00","43","23.2%","5.8%","9","0.21","7.9%","1.14","124","67.0%","45.9%","23","0.19","22.7%","0.81","5","2.7%","1.4%","4","0.80","0.9%","10.00"
"193","Jordan Akins","HST","TE","13","185","32","0.17","38.5%","1.16","20","10.8%","2.3%","2","0.10","4.2%","0.40","48","25.9%","8.3%","10","0.21","10.0%","1.27","116","62.7%","36.6%","20","0.17","24.1%","1.25","1","0.5%","0.3%","0","0.00","0.2%","0.00"
"194","Will Dissly","SEA","TE","15","185","26","0.14","36.3%","1.25","32","17.3%","3.4%","4","0.13","6.3%","0.75","67","36.2%","8.9%","7","0.10","13.1%","0.42","83","44.9%","36.9%","14","0.17","16.3%","2.00","3","1.6%","1.0%","0","0.00","0.6%","0.00"
"195","Antonio Brown","TB","WR","7","184","61","0.33","59.9%","2.96","149","81.0%","28.1%","53","0.36","48.5%","3.05","35","19.0%","8.3%","7","0.20","11.4%","2.60","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"196","Ameer Abdullah","MIN, CAR","RB","17","183","49","0.27","26.8%","1.58","23","12.6%","1.8%","1","0.04","3.4%","0.43","10","5.5%","1.0%","2","0.20","1.5%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","150","82.0%","34.2%","46","0.31","21.9%","1.79"
"197","Jauan Jennings","SF","WR","16","183","37","0.20","34.5%","1.54","74","40.4%","7.9%","15","0.20","14.0%","1.27","108","59.0%","15.6%","21","0.19","20.4%","1.70","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.5%","0.3%","1","1.00","0.2%","4.00"
"198","Pharaoh Brown","HST","TE","15","183","33","0.18","35.3%","0.93","4","2.2%","0.4%","0","0.00","0.8%","0.00","27","14.8%","4.4%","3","0.11","5.2%","1.26","148","80.9%","41.7%","28","0.19","28.5%","0.89","4","2.2%","1.2%","2","0.50","0.8%","1.25"
"199","Tyler Kroft","NYJ","TE","9","182","25","0.14","51.1%","0.95","18","9.9%","2.8%","0","0.00","5.1%","0.00","50","27.5%","10.2%","2","0.04","14.0%","0.26","106","58.2%","47.7%","22","0.21","29.8%","1.51","8","4.4%","3.3%","1","0.13","2.2%","0.00"
"200","Rex Burkhead","HST","RB","16","182","31","0.17","31.2%","1.02","31","17.0%","2.9%","6","0.19","5.3%","2.29","9","4.9%","1.3%","4","0.44","1.5%","0.44","0","0.0%","0.0%","0","0.00","0.0%","0.00","142","78.0%","37.7%","21","0.15","24.4%","0.78"
"201","Denzel Mims","NYJ","WR","11","180","19","0.11","40.4%","0.74","142","78.9%","17.8%","14","0.10","31.9%","0.60","35","19.4%","5.6%","4","0.11","7.9%","1.37","3","1.7%","1.2%","1","0.33","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"202","Jamal Agnew","JAX","WR","10","176","36","0.20","44.6%","1.30","53","30.1%","7.3%","10","0.19","13.4%","0.91","123","69.9%","18.8%","26","0.21","31.1%","1.47","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"203","David Johnson","HST","RB","13","175","38","0.22","37.8%","1.29","38","21.7%","4.5%","11","0.29","8.2%","1.74","9","5.1%","1.6%","1","0.11","1.9%","0.22","1","0.6%","0.3%","0","0.00","0.2%","0.00","127","72.6%","42.2%","25","0.20","27.4%","1.21"
"204","Alexander Mattison","MIN","RB","16","174","39","0.22","28.1%","1.31","11","6.3%","1.0%","1","0.09","1.8%","-0.18","13","7.5%","1.8%","1","0.08","2.1%","0.08","3","1.7%","0.6%","0","0.00","0.5%","0.00","147","84.5%","35.8%","37","0.25","23.7%","1.56"
"205","Robert Tonyan","GB","TE","8","173","26","0.15","59.2%","1.18","32","18.5%","6.7%","3","0.09","11.0%","1.09","82","47.4%","19.8%","10","0.12","28.1%","1.34","59","34.1%","41.3%","12","0.20","20.2%","0.92","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"206","Kenneth Gainwell","PHI","RB","16","171","46","0.27","31.2%","1.48","35","20.5%","3.7%","7","0.20","6.4%","1.09","7","4.1%","0.9%","3","0.43","1.3%","4.43","1","0.6%","0.4%","0","0.00","0.2%","0.00","128","74.9%","34.6%","36","0.28","23.4%","1.44"
"207","Nick Chubb","CLV","RB","14","170","25","0.15","34.9%","1.02","23","13.5%","2.7%","3","0.13","4.7%","1.17","19","11.2%","2.9%","2","0.11","3.9%","0.37","2","1.2%","0.6%","1","0.50","0.4%","-0.50","126","74.1%","40.5%","19","0.15","25.9%","1.12"
"208","Brandon Zylstra","CAR","WR","13","170","24","0.14","32.9%","1.47","82","48.2%","8.6%","12","0.15","15.9%","1.61","85","50.0%","11.1%","12","0.14","16.5%","1.39","3","1.8%","1.6%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"209","Trinity Benson","DET","WR","8","168","22","0.13","51.5%","0.61","134","79.8%","22.3%","20","0.15","41.1%","0.69","34","20.2%","6.9%","2","0.06","10.4%","0.09","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"210","Albert Okwuegbunam","DEN","TE","14","165","40","0.24","35.0%","2.00","14","8.5%","1.7%","1","0.07","3.0%","0.00","36","21.8%","6.2%","5","0.14","7.6%","1.53","115","69.7%","31.9%","34","0.30","24.4%","2.39","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"211","Cam Sims","WAS","WR","14","164","23","0.14","32.7%","1.29","134","81.7%","15.1%","19","0.14","26.7%","1.33","30","18.3%","3.5%","4","0.13","6.0%","1.10","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"212","Zack Moss","BUF","RB","13","163","31","0.19","30.1%","1.21","10","6.1%","1.0%","1","0.10","1.8%","0.10","7","4.3%","0.9%","2","0.29","1.3%","2.14","0","0.0%","0.0%","0","0.00","0.0%","0.00","146","89.6%","35.5%","28","0.19","27.0%","1.24"
"213","A.J. Dillon","GB","RB","17","161","37","0.23","24.8%","1.94","17","10.6%","1.6%","0","0.00","2.6%","0.00","4","2.5%","0.4%","0","0.00","0.6%","0.00","8","5.0%","2.4%","1","0.13","1.2%","0.75","132","82.0%","38.8%","34","0.26","20.4%","2.24"
"214","Anthony Schwartz","CLV","WR","14","161","22","0.14","32.8%","0.84","121","75.2%","13.8%","19","0.16","24.6%","0.99","40","24.8%","5.8%","3","0.08","8.1%","0.38","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"215","Kenyan Drake","LV","RB","12","161","36","0.22","32.7%","1.81","22","13.7%","2.5%","3","0.14","4.5%","0.68","10","6.2%","1.5%","3","0.30","2.0%","1.90","0","0.0%","0.0%","0","0.00","0.0%","0.00","129","80.1%","37.3%","30","0.23","26.2%","1.99"
"216","Ty Montgomery","NO","WR","14","160","23","0.14","34.3%","0.59","45","28.1%","5.5%","2","0.04","9.6%","0.04","64","40.0%","10.5%","7","0.11","13.7%","0.77","4","2.5%","1.8%","1","0.25","0.9%","0.00","47","29.4%","14.0%","13","0.28","10.1%","0.94"
"217","Miles Sanders","PHI","RB","12","159","33","0.21","36.1%","0.99","7","4.4%","0.9%","1","0.14","1.6%","0.00","4","2.5%","0.6%","2","0.50","0.9%","0.75","0","0.0%","0.0%","0","0.00","0.0%","0.00","148","93.1%","49.3%","30","0.20","33.6%","1.05"
"218","Dede Westbrook","MIN","WR","15","159","16","0.10","27.4%","0.43","63","39.6%","6.2%","6","0.10","10.8%","0.29","95","59.7%","14.3%","10","0.11","16.4%","0.53","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.6%","0.3%","0","0.00","0.2%","0.00"
"219","Mohamed Sanu","SF","WR","8","158","22","0.14","54.3%","1.12","42","26.6%","8.1%","3","0.07","14.4%","0.83","115","72.8%","30.2%","19","0.17","39.5%","1.23","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.6%","0.5%","0","0.00","0.3%","0.00"
"220","Juwan Johnson","NO","TE","14","158","20","0.13","34.1%","1.01","34","21.5%","4.2%","5","0.15","7.3%","0.79","89","56.3%","14.6%","11","0.12","19.2%","1.03","35","22.2%","16.3%","4","0.11","7.5%","1.14","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"221","Eric Ebron","PIT","TE","8","158","17","0.11","45.4%","0.53","9","5.7%","1.4%","1","0.11","2.6%","0.56","32","20.3%","6.7%","3","0.09","9.2%","0.25","117","74.1%","50.6%","13","0.11","33.6%","0.61","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"222","James Proche","BLT","WR","14","153","20","0.13","25.0%","1.32","16","10.5%","1.4%","2","0.13","2.6%","1.38","136","88.9%","13.3%","18","0.13","22.3%","1.32","1","0.7%","0.4%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"223","Jeremy McNichols","TEN","RB","14","152","33","0.22","31.1%","1.58","8","5.3%","0.9%","3","0.38","1.6%","2.75","2","1.3%","0.3%","0","0.00","0.4%","0.00","8","5.3%","3.2%","1","0.13","1.6%","1.00","134","88.2%","43.4%","29","0.22","27.5%","1.57"
"224","Samaje Perine","CIN","RB","15","152","31","0.20","27.1%","1.29","18","11.8%","1.7%","2","0.11","3.2%","1.28","28","18.4%","3.3%","3","0.11","5.0%","0.71","1","0.7%","0.3%","1","1.00","0.2%","11.00","105","69.1%","32.0%","25","0.24","18.8%","1.35"
"225","Harrison Bryant","CLV","TE","16","152","27","0.18","26.9%","1.53","31","20.4%","3.1%","7","0.23","5.5%","2.16","46","30.3%","5.9%","6","0.13","8.1%","0.80","67","44.1%","17.8%","12","0.18","11.9%","1.88","8","5.3%","2.3%","2","0.25","1.4%","0.38"
"226","Danny Amendola","HST","WR","8","151","36","0.24","50.8%","1.64","41","27.2%","7.6%","14","0.34","13.8%","1.51","109","72.2%","30.0%","21","0.19","36.7%","1.64","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.7%","0.5%","0","0.00","0.3%","0.00"
"227","Chuba Hubbard","CAR","RB","17","151","33","0.22","22.2%","1.15","15","9.9%","1.2%","0","0.00","2.2%","0.00","7","4.6%","0.7%","3","0.43","1.0%","2.71","0","0.0%","0.0%","0","0.00","0.0%","0.00","129","85.4%","29.3%","29","0.22","18.9%","1.24"
"228","Jonnu Smith","NE","TE","16","150","45","0.30","27.3%","1.96","22","14.7%","2.2%","7","0.32","4.0%","1.05","52","34.7%","6.3%","16","0.31","9.5%","2.42","70","46.7%","38.9%","18","0.26","12.7%","1.66","6","4.0%","1.4%","3","0.50","1.1%","4.83"
"229","Kenny Stills","NO","WR","13","148","21","0.14","31.6%","0.46","107","72.3%","12.8%","14","0.13","22.8%","0.33","41","27.7%","6.4%","7","0.17","8.7%","0.80","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"230","Latavius Murray","BLT","RB","14","148","13","0.09","25.2%","0.51","12","8.1%","1.1%","0","0.00","2.0%","0.00","23","15.5%","2.3%","1","0.04","3.9%","0.70","5","3.4%","2.0%","0","0.00","0.9%","0.00","108","73.0%","30.6%","12","0.11","18.4%","0.55"
"231","KhaDarel Hodge","DET","WR","13","148","26","0.18","30.3%","1.06","139","93.9%","15.6%","23","0.17","28.4%","0.90","7","4.7%","1.0%","2","0.29","1.4%","1.57","2","1.4%","1.0%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"232","Zach Gentry","PIT","TE","17","148","24","0.16","20.9%","1.13","4","2.7%","0.3%","0","0.00","0.6%","0.00","11","7.4%","1.2%","2","0.18","1.6%","1.09","133","89.9%","27.7%","21","0.16","18.8%","1.17","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"233","D'Ernest Johnson","CLV","RB","15","147","25","0.17","27.6%","0.93","19","12.9%","2.0%","2","0.11","3.6%","0.63","13","8.8%","1.8%","0","0.00","2.4%","0.00","5","3.4%","1.4%","1","0.20","0.9%","0.00","110","74.8%","34.1%","22","0.20","20.6%","1.14"
"234","Clyde Edwards-Helaire","KC","RB","10","146","22","0.15","35.8%","0.88","23","15.8%","3.0%","2","0.09","5.6%","0.43","11","7.5%","1.7%","2","0.18","2.7%","1.09","0","0.0%","0.0%","0","0.00","0.0%","0.00","112","76.7%","41.6%","18","0.16","27.5%","0.96"
"235","Kendall Hinton","DEN","WR","16","145","22","0.15","25.8%","1.21","42","29.0%","4.2%","9","0.21","7.5%","2.31","103","71.0%","15.2%","13","0.13","18.3%","0.76","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"236","Noah Brown","DAL","WR","13","144","24","0.17","28.5%","1.28","119","82.6%","13.0%","18","0.15","23.5%","1.22","25","17.4%","3.1%","5","0.20","4.9%","1.56","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"237","Logan Thomas","WAS","TE","6","144","25","0.17","66.7%","1.36","14","9.7%","3.9%","1","0.07","6.5%","1.71","99","68.8%","28.0%","16","0.16","45.8%","0.92","25","17.4%","54.3%","6","0.24","11.6%","3.04","6","4.2%","4.7%","2","0.33","2.8%","0.83"
"238","Adam Shaheen","MIA","TE","12","141","16","0.11","28.3%","0.78","19","13.5%","2.1%","2","0.11","3.8%","0.58","61","43.3%","7.6%","6","0.10","12.2%","0.67","60","42.6%","35.1%","7","0.12","12.0%","0.93","1","0.7%","0.4%","0","0.00","0.2%","0.00"
"239","John Ross","NYG","WR","10","140","19","0.14","34.9%","1.60","113","80.7%","16.1%","17","0.15","28.2%","1.54","24","17.1%","3.9%","2","0.08","6.0%","2.08","3","2.1%","2.1%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"240","JuJu Smith-Schuster","PIT","WR","5","140","26","0.19","67.3%","0.92","29","20.7%","7.6%","11","0.38","13.9%","1.45","110","78.6%","38.2%","15","0.14","52.9%","0.79","1","0.7%","0.7%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"241","Brevin Jordan","HST","TE","9","140","27","0.19","40.3%","1.27","6","4.3%","1.0%","3","0.50","1.7%","3.33","29","20.7%","6.8%","6","0.21","8.4%","1.21","103","73.6%","44.0%","18","0.17","29.7%","1.19","2","1.4%","0.9%","0","0.00","0.6%","0.00"
"242","Donald Parham","LAC","TE","14","140","26","0.19","23.3%","1.36","7","5.0%","0.7%","1","0.14","1.2%","2.71","40","28.6%","4.6%","6","0.15","6.7%","0.38","92","65.7%","35.7%","19","0.21","15.3%","1.70","1","0.7%","0.2%","0","0.00","0.2%","0.00"
"243","Mark Ingram","HST, NO","RB","14","138","31","0.22","26.8%","1.17","7","5.1%","0.7%","1","0.14","1.4%","0.71","5","3.6%","0.8%","2","0.40","1.0%","1.00","1","0.7%","0.4%","1","1.00","0.2%","5.00","125","90.6%","36.2%","27","0.22","24.3%","1.18"
"244","Carlos Hyde","JAX","RB","12","137","17","0.12","28.0%","0.47","19","13.9%","2.1%","1","0.05","3.9%","0.00","2","1.5%","0.2%","0","0.00","0.4%","0.00","7","5.1%","4.5%","0","0.00","1.4%","0.00","109","79.6%","36.2%","16","0.15","22.3%","0.60"
"245","Elijah Mitchell","SF","RB","11","137","20","0.15","40.3%","1.00","17","12.4%","2.8%","2","0.12","5.0%","0.35","14","10.2%","3.1%","0","0.00","4.1%","0.00","4","2.9%","2.1%","0","0.00","1.2%","0.00","102","74.5%","43.4%","18","0.18","30.0%","1.28"
"246","Equanimeous St. Brown","GB","WR","13","137","18","0.13","27.3%","0.72","87","63.5%","10.5%","11","0.13","17.3%","0.75","45","32.8%","6.5%","5","0.11","9.0%","0.16","5","3.6%","1.9%","2","0.40","1.0%","5.20","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"247","Greg Ward","PHI","WR","16","136","10","0.07","24.7%","0.70","17","12.5%","1.8%","3","0.18","3.1%","1.00","118","86.8%","15.3%","7","0.06","21.4%","0.66","1","0.7%","0.4%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"248","O.J. Howard","TB","TE","17","136","21","0.15","17.8%","0.99","12","8.8%","0.9%","2","0.17","1.6%","0.83","26","19.1%","2.4%","4","0.15","3.4%","1.12","93","68.4%","22.9%","15","0.16","12.2%","1.03","5","3.7%","0.9%","0","0.00","0.7%","0.00"
"249","Tony Pollard","DAL","RB","15","136","44","0.32","21.7%","2.48","19","14.0%","1.7%","7","0.37","3.0%","1.95","19","14.0%","2.0%","8","0.42","3.0%","2.05","1","0.7%","0.4%","0","0.00","0.2%","0.00","97","71.3%","25.3%","27","0.28","15.5%","2.59"
"250","MyCole Pruitt","TEN","TE","16","136","18","0.13","23.9%","1.07","18","13.2%","1.8%","3","0.17","3.2%","0.39","33","24.3%","4.1%","2","0.06","5.8%","0.61","84","61.8%","31.8%","13","0.15","14.8%","1.40","1","0.7%","0.3%","0","0.00","0.2%","0.00"
"251","Isaiah McKenzie","BUF","WR","15","136","26","0.19","20.6%","1.31","39","28.7%","3.2%","8","0.21","5.9%","1.72","91","66.9%","8.8%","18","0.20","13.8%","1.22","0","0.0%","0.0%","0","0.00","0.0%","0.00","6","4.4%","1.3%","0","0.00","0.9%","0.00"
"252","N'Keal Harry","NE","WR","12","134","22","0.16","34.0%","1.37","121","90.3%","16.8%","21","0.17","30.7%","1.31","13","9.7%","2.3%","0","0.00","3.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"253","Chris Moore","HST","WR","12","131","22","0.17","30.3%","1.73","46","35.1%","5.9%","9","0.20","10.6%","1.80","83","63.4%","16.0%","13","0.16","19.2%","1.73","2","1.5%","0.7%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"254","Josh Gordon","KC","WR","12","131","14","0.11","24.1%","0.24","124","94.7%","12.4%","12","0.10","22.8%","0.26","6","4.6%","0.7%","2","0.33","1.1%","0.00","1","0.8%","0.5%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"255","Khalil Herbert","CHI","RB","16","129","16","0.12","20.7%","0.74","10","7.8%","0.9%","0","0.00","1.6%","0.00","14","10.9%","1.4%","2","0.14","2.2%","1.93","2","1.6%","0.9%","0","0.00","0.3%","0.00","103","79.8%","24.7%","13","0.13","16.5%","0.73"
"256","Collin Johnson","NYG","WR","12","124","20","0.16","26.0%","0.85","107","86.3%","12.7%","20","0.19","22.4%","0.98","14","11.3%","1.9%","0","0.00","2.9%","0.00","2","1.6%","1.2%","0","0.00","0.4%","0.00","1","0.8%","0.3%","0","0.00","0.2%","0.00"
"257","Quintez Cephus","DET","WR","5","124","22","0.18","56.9%","1.65","108","87.1%","26.9%","20","0.19","49.5%","1.76","16","12.9%","4.6%","2","0.13","7.3%","0.88","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"258","Lil'Jordan Humphrey","NO","WR","10","123","18","0.15","36.6%","2.02","54","43.9%","9.1%","6","0.11","16.1%","2.69","69","56.1%","15.6%","11","0.16","20.5%","1.51","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"259","Jeff Smith","NYJ","WR","12","122","16","0.13","25.5%","0.93","81","66.4%","9.5%","13","0.16","16.9%","1.25","41","33.6%","6.0%","3","0.07","8.6%","0.29","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"260","Patrick Ricard","BLT","FB","13","120","11","0.09","21.5%","0.53","10","8.3%","1.0%","1","0.10","1.8%","0.10","31","25.8%","3.5%","1","0.03","5.6%","0.00","57","47.5%","25.4%","6","0.11","10.2%","0.93","22","18.3%","6.8%","3","0.14","3.9%","0.41"
"261","Jerick McKinnon","KC","RB","13","120","17","0.14","19.8%","0.89","18","15.0%","1.6%","1","0.06","3.0%","0.78","8","6.7%","0.8%","2","0.25","1.3%","1.00","1","0.8%","0.5%","0","0.00","0.2%","0.00","93","77.5%","22.1%","13","0.14","15.3%","0.82"
"262","Christian McCaffrey","CAR","RB","7","115","40","0.35","45.8%","2.98","7","6.1%","1.5%","2","0.29","2.8%","0.29","11","9.6%","3.0%","2","0.18","4.4%","1.55","0","0.0%","0.0%","0","0.00","0.0%","0.00","97","84.3%","51.1%","36","0.37","38.6%","3.34"
"263","Marcedes Lewis","GB","TE","17","114","28","0.25","17.6%","1.88","7","6.1%","0.7%","0","0.00","1.1%","0.00","4","3.5%","0.4%","0","0.00","0.6%","0.00","103","90.4%","31.2%","27","0.26","15.9%","2.09","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"264","Parris Campbell","IND","WR","6","114","18","0.16","52.8%","1.42","99","86.8%","24.9%","12","0.12","45.8%","1.29","15","13.2%","4.3%","6","0.40","6.9%","2.27","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"265","Breshad Perriman","TB","WR","6","113","17","0.15","40.9%","1.48","92","81.4%","18.4%","15","0.16","33.3%","1.42","21","18.6%","5.4%","2","0.10","7.6%","1.71","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"266","Jimmy Graham","CHI","TE","15","113","23","0.20","19.7%","1.48","35","31.0%","3.3%","8","0.23","6.1%","0.80","46","40.7%","5.0%","9","0.20","8.0%","0.85","31","27.4%","17.5%","6","0.19","5.4%","3.23","1","0.9%","0.3%","0","0.00","0.2%","0.00"
"267","Noah Gray","KC","TE","15","109","10","0.09","16.6%","0.33","20","18.3%","1.7%","2","0.10","3.0%","0.25","40","36.7%","3.8%","2","0.05","6.1%","0.30","49","45.0%","18.1%","6","0.12","7.5%","0.39","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"268","Blake Jarwin","DAL","TE","8","108","17","0.16","35.1%","0.89","16","14.8%","2.9%","1","0.06","5.2%","0.44","43","39.8%","9.3%","9","0.21","14.0%","0.53","49","45.4%","35.0%","7","0.14","15.9%","1.35","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"269","Dontrell Hilliard","TEN","RB","8","107","24","0.22","38.4%","0.81","7","6.5%","1.4%","2","0.29","2.5%","1.00","7","6.5%","1.8%","0","0.00","2.5%","0.00","5","4.7%","3.8%","0","0.00","1.8%","0.00","88","82.2%","43.6%","22","0.25","31.5%","0.91"
"270","Justin Jackson","LAC","RB","14","106","24","0.23","17.2%","1.68","0","0.0%","0.0%","0","0.00","0.0%","0.00","8","7.5%","0.9%","0","0.00","1.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","98","92.5%","21.7%","24","0.24","15.9%","1.82"
"271","Giovani Bernard","TB","RB","12","105","29","0.28","19.3%","1.17","10","9.5%","1.0%","2","0.20","1.8%","0.70","6","5.7%","0.8%","1","0.17","1.1%","0.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","89","84.8%","22.3%","25","0.28","16.4%","1.22"
"272","D.J. Chark","JAX","WR","4","105","19","0.18","68.2%","1.47","94","89.5%","33.1%","17","0.18","61.0%","1.64","11","10.5%","4.3%","2","0.18","7.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"273","Kareem Hunt","CLV","RB","8","105","25","0.24","36.6%","1.66","11","10.5%","2.1%","2","0.18","3.8%","1.91","14","13.3%","3.7%","2","0.14","4.9%","1.14","1","1.0%","0.6%","0","0.00","0.3%","0.00","79","75.2%","44.4%","21","0.27","27.5%","1.71"
"274","Damien Harris","NE","RB","15","104","20","0.19","20.7%","1.27","8","7.7%","0.9%","0","0.00","1.6%","0.00","1","1.0%","0.1%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","95","91.3%","25.3%","20","0.21","18.9%","1.39"
"275","Dare Ogunbowale","JAX","RB","15","104","20","0.19","17.3%","1.10","11","10.6%","1.0%","1","0.09","1.8%","0.45","12","11.5%","1.2%","3","0.25","2.0%","0.92","1","1.0%","0.4%","0","0.00","0.2%","0.00","80","76.9%","21.0%","16","0.20","13.3%","1.23"
"276","Jamycal Hasty","SF","RB","11","103","27","0.26","28.2%","1.52","11","10.7%","1.7%","1","0.09","3.0%","0.73","11","10.7%","2.4%","2","0.18","3.0%","2.82","3","2.9%","1.5%","1","0.33","0.8%","2.67","78","75.7%","30.8%","23","0.29","21.4%","1.41"
"277","Drew Sample","CIN","TE","17","102","14","0.14","16.2%","0.79","19","18.6%","1.6%","0","0.00","3.0%","0.00","8","7.8%","0.9%","1","0.13","1.3%","0.00","69","67.6%","19.5%","12","0.17","11.0%","1.06","6","5.9%","1.6%","1","0.17","1.0%","1.33"
"278","Trent Sherfield","SF","WR","17","102","17","0.17","18.1%","0.85","86","84.3%","8.6%","15","0.17","15.2%","0.76","16","15.7%","2.2%","2","0.13","2.8%","1.38","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"279","Ashton Dulin","IND","WR","17","102","21","0.21","17.6%","1.70","81","79.4%","7.8%","15","0.19","14.0%","1.64","20","19.6%","2.3%","6","0.30","3.5%","2.00","1","1.0%","0.4%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"280","D'Wayne Eskridge","SEA","WR","10","101","19","0.19","30.1%","0.63","40","39.6%","6.5%","10","0.25","11.9%","1.00","61","60.4%","12.3%","8","0.13","18.2%","0.44","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"281","Stephen Anderson","LAC","TE","17","101","19","0.19","13.6%","1.63","10","9.9%","0.8%","0","0.00","1.3%","0.00","20","19.8%","1.8%","2","0.10","2.7%","1.95","49","48.5%","15.9%","12","0.24","6.6%","1.51","22","21.8%","4.2%","5","0.23","3.0%","2.36"
"282","Jamaal Williams","DET","RB","13","100","28","0.28","19.9%","1.57","10","10.0%","1.1%","2","0.20","2.0%","0.60","2","2.0%","0.3%","1","0.50","0.4%","0.50","1","1.0%","0.5%","0","0.00","0.2%","0.00","87","87.0%","24.9%","25","0.29","17.3%","1.72"
