"Rank","Name","Team","POS","G","ATT","YDS","TD","YACO","MTF","EXP","RTE","TGT","REC","YDS","TD","YAC","YACO","MTF","EXP","TOUCH","YFS","TD","MTF","YACO","YPC","YACO/ATT","MTF/ATT","EXP RUN %","YPRR","YPT","YAC/REC","YACO/REC","MTF/REC","EXP REC %","YFS/TOUCH","MTF/TOUCH","YACO/TOUCH","EXP PLAY %","RuYDS/G","RecYDS/G","YFS/G","FP/G","FP","XFP","XFP/G"
"371","Jaelon Darden","TB","WR","9","1","11","0","-1","0","0","57","12","6","43","0","23","5","1","1","7","54","0","1","4","11.00","-1.00","0.00","0.0%","0.75","3.58","3.83","0.83","0.17","16.7%","7.71","0.14","0.57","14.3%","1.2","4.8","6.0","1.3","11.4","24.8","2.8"
"372","Noah Gray","KC","TE","15","0","0","0","-","0","0","109","10","7","36","1","19","8","0","0","7","36","1","0","8","-","-","0.00","0.0%","0.33","3.60","2.71","1.14","0.00","0.0%","5.14","0.00","1.14","0.0%","0.0","2.4","2.4","1.1","16.6","20.5","1.4"
"373","Penny Hart","SEA","WR","16","0","0","0","-","0","0","55","12","7","59","0","39","5","0","0","7","59","0","0","5","-","-","0.00","0.0%","1.07","4.92","5.57","0.71","0.00","0.0%","8.43","0.00","0.71","0.0%","0.0","3.7","3.7","0.8","12.9","23.6","1.5"
"374","Preston Williams","MIA","WR","8","1","7","0","1","1","0","94","16","6","71","0","38","14","3","2","7","78","0","4","15","7.00","1.00","1.00","0.0%","0.76","4.44","6.33","2.33","0.50","33.3%","11.14","0.57","2.14","28.6%","0.9","8.9","9.8","1.7","13.8","35.0","4.4"
"375","Jesse James","CHI","TE","14","0","0","0","-","0","0","85","8","7","62","1","22","12","2","0","7","62","1","2","12","-","-","0.00","0.0%","0.73","7.75","3.14","1.71","0.29","0.0%","8.86","0.29","1.71","0.0%","0.0","4.4","4.4","1.4","19.2","16.3","1.2"
"376","Scott Miller","TB","WR","8","2","43","1","5","1","1","96","9","5","38","0","6","3","0","0","7","81","1","1","8","21.50","2.50","0.50","50.0%","0.40","4.22","1.20","0.60","0.00","0.0%","11.57","0.14","1.14","14.3%","5.4","4.8","10.1","2.4","19.1","19.3","2.4"
"377","Shi Smith","CAR","WR","6","1","-3","0","-","0","0","64","11","6","104","0","71","11","0","1","7","101","0","0","11","-3.00","-","0.00","0.0%","1.63","9.45","11.83","1.83","0.00","16.7%","14.43","0.00","1.57","14.3%","-0.5","17.3","16.8","2.7","16.1","18.1","3.0"
"378","Dwayne Washington","NO","RB","9","4","16","0","14","0","0","8","2","2","12","0","6","3","0","0","6","28","0","0","17","4.00","3.50","0.00","0.0%","1.50","6.00","3.00","1.50","0.00","0.0%","4.67","0.00","2.83","0.0%","1.8","1.3","3.1","0.5","4.8","4.9","0.5"
"379","Anthony Miller","PIT, HST","WR","3","0","0","0","-","0","0","60","12","6","25","1","13","7","1","0","6","25","1","1","7","-","-","0.00","0.0%","0.42","2.08","2.17","1.17","0.17","0.0%","4.17","0.17","1.17","0.0%","0.0","8.3","8.3","4.8","14.5","27.5","9.2"
"380","Reggie Gilliam","BUF","FB","15","3","3","0","3","1","0","30","5","3","23","0","24","7","1","0","6","26","0","2","10","1.00","1.00","0.33","0.0%","0.77","4.60","8.00","2.33","0.33","0.0%","4.33","0.33","1.67","0.0%","0.2","1.5","1.7","0.4","5.6","11.2","0.7"
"381","Chris Manhertz","JAX","TE","17","0","0","0","-","0","0","93","9","6","71","1","31","10","0","1","6","71","1","0","10","-","-","0.00","0.0%","0.76","7.89","5.17","1.67","0.00","16.7%","11.83","0.00","1.67","16.7%","0.0","4.2","4.2","1.1","19.1","13.7","0.8"
"382","Adam Prentice","NO","FB","7","3","5","0","4","0","0","30","3","3","16","0","15","6","0","0","6","21","0","0","10","1.67","1.33","0.00","0.0%","0.53","5.33","5.00","2.00","0.00","0.0%","3.50","0.00","1.67","0.0%","0.7","2.3","3.0","0.7","5.1","5.5","0.8"
"383","Tom Kennedy","DET","WR","12","0","0","0","-","0","0","89","10","6","54","0","16","10","2","0","6","54","0","2","10","-","-","0.00","0.0%","0.61","5.40","2.67","1.67","0.33","0.0%","9.00","0.33","1.67","0.0%","0.0","4.5","4.5","1.5","18.4","18.3","1.5"
"384","Alex Armah","NO, WAS","RB","11","5","21","0","12","0","0","16","1","1","1","1","1","-","0","0","6","22","1","0","12","4.20","2.40","0.00","0.0%","0.06","1.00","1.00","-","0.00","0.0%","3.67","0.00","2.00","0.0%","1.9","0.1","2.0","0.8","9.2","6.6","0.6"
"385","Mike Boone","DEN","RB","5","4","35","0","11","0","1","12","2","2","22","0","23","10","0","0","6","57","0","0","21","8.75","2.75","0.00","25.0%","1.83","11.00","11.50","5.00","0.00","0.0%","9.50","0.00","3.50","16.7%","7.0","4.4","11.4","1.5","7.7","4.8","1.0"
"386","Gabe Nabers","LAC","FB","9","3","8","0","7","0","0","13","3","3","17","0","14","7","0","0","6","25","0","0","14","2.67","2.33","0.00","0.0%","1.31","5.67","4.67","2.33","0.00","0.0%","4.17","0.00","2.33","0.0%","0.9","1.9","2.8","0.6","5.5","10.3","1.1"
"387","Tre' McKitty","LAC","TE","11","0","0","0","-","0","0","47","7","6","45","0","33","14","0","0","6","45","0","0","14","-","-","0.00","0.0%","0.96","6.43","5.50","2.33","0.00","0.0%","7.50","0.00","2.33","0.0%","0.0","4.1","4.1","1.0","10.5","10.0","0.9"
"388","Rodney Smith","CAR","RB","2","0","0","0","-","0","0","30","5","5","48","0","34","14","1","0","5","48","0","1","14","-","-","0.00","0.0%","1.60","9.60","6.80","2.80","0.20","0.0%","9.60","0.20","2.80","0.0%","0.0","24.0","24.0","4.9","9.8","6.6","3.3"
"389","Andy Janovich","CLV","FB","13","2","0","1","-","0","0","18","4","3","9","0","5","2","0","0","5","9","1","0","2","-","-","0.00","0.0%","0.50","2.25","1.67","0.67","0.00","0.0%","1.80","0.00","0.40","0.0%","0.0","0.7","0.7","0.9","11.9","9.4","0.7"
"390","Pharoh Cooper","NYG","WR","8","1","3","0","2","0","0","80","11","4","33","0","7","4","0","0","5","36","0","0","6","3.00","2.00","0.00","0.0%","0.41","3.00","1.75","1.00","0.00","0.0%","7.20","0.00","1.20","0.0%","0.4","4.1","4.5","1.0","7.6","18.2","2.3"
"391","Parker Hesse","ATL","TE","8","0","0","0","-","0","0","46","6","5","43","0","24","9","0","0","5","43","0","0","9","-","-","0.00","0.0%","0.93","7.17","4.80","1.80","0.00","0.0%","8.60","0.00","1.80","0.0%","0.0","5.4","5.4","1.2","9.3","8.6","1.1"
"392","Josh Gordon","KC","WR","12","0","0","0","-","0","0","131","14","5","32","1","5","2","0","0","5","32","1","0","2","-","-","0.00","0.0%","0.24","2.29","1.00","0.40","0.00","0.0%","6.40","0.00","0.40","0.0%","0.0","2.7","2.7","1.2","14.2","33.0","2.7"
"393","Cody White","PIT","WR","8","0","0","0","-","0","0","37","6","5","33","0","18","4","0","0","5","33","0","0","4","-","-","0.00","0.0%","0.89","5.50","3.60","0.80","0.00","0.0%","6.60","0.00","0.80","0.0%","0.0","4.1","4.1","1.0","8.3","8.6","1.1"
"394","Colby Parkinson","SEA","TE","12","0","0","0","-","0","0","48","7","5","33","0","20","16","0","0","5","33","0","0","16","-","-","0.00","0.0%","0.69","4.71","4.00","3.20","0.00","0.0%","6.60","0.00","3.20","0.0%","0.0","2.8","2.8","0.7","8.3","13.4","1.1"
"395","Amari Rodgers","GB","WR","16","1","11","0","6","0","0","39","8","4","45","0","25","14","1","0","5","56","0","1","20","11.00","6.00","0.00","0.0%","1.15","5.63","6.25","3.50","0.25","0.0%","11.20","0.20","4.00","0.0%","0.7","2.8","3.5","0.6","9.6","12.8","0.8"
"396","Antony Auclair","HST","TE","16","0","0","0","-","0","0","56","5","5","47","1","28","14","1","0","5","47","1","1","14","-","-","0.00","0.0%","0.84","9.40","5.60","2.80","0.20","0.0%","9.40","0.20","2.80","0.0%","0.0","2.9","2.9","1.0","15.7","10.1","0.6"
"397","Khari Blasingame","TEN","FB","12","3","6","0","7","0","0","18","2","2","4","0","4","3","0","0","5","10","0","0","10","2.00","2.33","0.00","0.0%","0.22","2.00","2.00","1.50","0.00","0.0%","2.00","0.00","2.00","0.0%","0.5","0.3","0.8","0.2","2.0","4.3","0.4"
"398","Dez Fitzpatrick","TEN","WR","4","0","0","0","-","0","0","54","8","5","49","1","4","3","0","0","5","49","1","0","3","-","-","0.00","0.0%","0.91","6.13","0.80","0.60","0.00","0.0%","9.80","0.00","0.60","0.0%","0.0","12.3","12.3","4.0","15.9","15.6","3.9"
"399","Mekhi Sargent","TEN, JAX, LA","RB","4","5","11","0","6","0","0","1","1","0","0","0","0","-","0","0","5","11","0","0","6","2.20","1.20","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","2.20","0.00","1.20","0.0%","2.8","0.0","2.8","0.3","1.1","3.3","0.8"
"400","Charlie Woerner","SF","TE","17","0","0","0","-","0","0","53","6","5","52","0","13","5","0","1","5","52","0","0","5","-","-","0.00","0.0%","0.98","8.67","2.60","1.00","0.00","20.0%","10.40","0.00","1.00","20.0%","0.0","3.1","3.1","0.6","10.2","12.0","0.7"
"401","Ihmir Smith-Marsette","MIN","WR","8","0","0","0","-","0","0","66","6","5","116","2","18","5","0","2","5","116","2","0","5","-","-","0.00","0.0%","1.76","19.33","3.60","1.00","0.00","40.0%","23.20","0.00","1.00","40.0%","0.0","14.5","14.5","3.6","28.6","11.2","1.4"
"402","Mike Thomas","CIN","WR","11","0","0","0","-","0","0","65","11","5","52","0","12","4","0","0","5","52","0","0","4","-","-","0.00","0.0%","0.80","4.73","2.40","0.80","0.00","0.0%","10.40","0.00","0.80","0.0%","0.0","4.7","4.7","0.9","10.2","17.2","1.6"
"403","Joe Fortson","KC","TE","6","0","0","0","-","0","0","31","5","5","47","2","15","12","0","1","5","47","2","0","12","-","-","0.00","0.0%","1.52","9.40","3.00","2.40","0.00","20.0%","9.40","0.00","2.40","20.0%","0.0","7.8","7.8","3.6","21.7","13.4","2.2"
"404","C.J. Board","NYG","WR","6","1","6","0","4","0","0","39","5","4","51","0","12","23","0","1","5","57","0","0","27","6.00","4.00","0.00","0.0%","1.31","10.20","3.00","5.75","0.00","25.0%","11.40","0.00","5.40","20.0%","1.0","8.5","9.5","1.6","9.7","12.9","2.1"
"405","Buddy Howell","LA","RB","5","5","11","0","12","0","0","1","0","0","0","0","0","-","0","0","5","11","0","0","12","2.20","2.40","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","2.20","0.00","2.40","0.0%","2.2","0.0","2.2","0.2","1.1","2.1","0.4"
"406","K.J. Hamler","DEN","WR","3","0","0","0","-","0","0","59","10","5","74","0","17","5","0","2","5","74","0","0","5","-","-","0.00","0.0%","1.25","7.40","3.40","1.00","0.00","40.0%","14.80","0.00","1.00","40.0%","0.0","24.7","24.7","4.1","12.4","18.9","6.3"
"407","Johnny Stanton","CLV","FB","3","3","5","0","3","0","0","4","2","2","7","1","4","1","0","0","5","12","1","0","4","1.67","1.00","0.00","0.0%","1.75","3.50","2.00","0.50","0.00","0.0%","2.40","0.00","0.80","0.0%","1.7","2.3","4.0","3.1","9.2","9.5","3.2"
"408","Kenjon Barner","TB","RB","3","4","0","0","3","0","0","2","0","0","0","0","0","-","0","0","4","0","0","0","3","-","0.75","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","0.00","0.00","0.75","0.0%","0.0","0.0","0.0","0.0","0.0","1.7","0.6"
"409","Jack Stoll","PHI","TE","16","0","0","0","-","0","0","50","5","4","22","0","20","7","0","0","4","22","0","0","7","-","-","0.00","0.0%","0.44","4.40","5.00","1.75","0.00","0.0%","5.50","0.00","1.75","0.0%","0.0","1.4","1.4","0.4","6.2","9.0","0.6"
"410","Christian Blake","ATL","WR","13","0","0","0","-","0","0","59","9","4","25","0","0","-1","0","0","4","25","0","0","-1","-","-","0.00","0.0%","0.42","2.78","0.00","-0.25","0.00","0.0%","6.25","0.00","-0.25","0.0%","0.0","1.9","1.9","0.5","6.5","16.5","1.3"
"411","Derek Watt","PIT","FB","16","1","1","0","1","0","0","10","3","3","15","0","18","8","0","0","4","16","0","0","9","1.00","1.00","0.00","0.0%","1.50","5.00","6.00","2.67","0.00","0.0%","4.00","0.00","2.25","0.0%","0.1","0.9","1.0","0.3","4.6","4.6","0.3"
"412","Cameron Batson","TEN","WR","4","2","15","0","2","0","0","28","5","2","15","1","1","-","0","0","4","30","1","0","2","7.50","1.00","0.00","0.0%","0.54","3.00","0.50","-","0.00","0.0%","7.50","0.00","0.50","0.0%","3.8","3.8","7.5","2.8","11.0","14.2","3.6"
"413","Garrett Griffin","NO","TE","13","0","0","0","-","0","0","43","4","4","39","0","26","13","1","0","4","39","0","1","13","-","-","0.00","0.0%","0.91","9.75","6.50","3.25","0.25","0.0%","9.75","0.25","3.25","0.0%","0.0","3.0","3.0","0.6","7.9","5.9","0.5"
"414","Darren Fells","TB, DET","TE","9","0","0","0","-","0","0","52","5","4","43","0","26","4","2","1","4","43","0","2","4","-","-","0.00","0.0%","0.83","8.60","6.50","1.00","0.50","25.0%","10.75","0.50","1.00","25.0%","0.0","4.8","4.8","0.9","8.3","7.0","0.8"
"415","Will Fuller","MIA","WR","2","0","0","0","-","0","0","49","8","4","26","0","11","6","1","0","4","26","0","1","6","-","-","0.00","0.0%","0.53","3.25","2.75","1.50","0.25","0.0%","6.50","0.25","1.50","0.0%","0.0","13.0","13.0","4.3","8.6","16.9","8.5"
"416","Sean McKeon","DAL","TE","9","0","0","0","-","0","0","25","6","4","27","1","11","4","0","0","4","27","1","0","4","-","-","0.00","0.0%","1.08","4.50","2.75","1.00","0.00","0.0%","6.75","0.00","1.00","0.0%","0.0","3.0","3.0","1.4","12.7","9.3","1.0"
"417","Kristian Wilkerson","NE","WR","3","0","0","0","-","0","0","30","8","4","42","2","5","3","0","1","4","42","2","0","3","-","-","0.00","0.0%","1.40","5.25","1.25","0.75","0.00","25.0%","10.50","0.00","0.75","25.0%","0.0","14.0","14.0","6.7","20.2","16.8","5.6"
"418","Patrick Laird","MIA","RB","6","1","4","0","2","0","0","34","4","3","17","0","22","8","0","0","4","21","0","0","10","4.00","2.00","0.00","0.0%","0.50","4.25","7.33","2.67","0.00","0.0%","5.25","0.00","2.50","0.0%","0.7","2.8","3.5","0.9","5.1","9.2","1.5"
"419","Jaquan Hardy","DAL","RB","2","4","29","1","19","1","1","0","0","0","0","0","0","-","0","0","4","29","1","1","19","7.25","4.75","0.25","25.0%","0.00","-","0.00","-","0.00","0.0%","7.25","0.25","4.75","25.0%","14.5","0.0","14.5","4.5","8.9","1.8","0.9"
"420","Andre Roberts","LAC, HST","WR","16","3","19","0","4","0","0","22","2","1","35","0","15","-","0","1","4","54","0","0","4","6.33","1.33","0.00","0.0%","1.59","17.50","15.00","-","0.00","100.0%","13.50","0.00","1.00","25.0%","1.2","2.2","3.4","0.3","4.4","4.7","0.3"
"421","Anthony McFarland","PIT","RB","2","3","3","0","3","0","0","8","1","1","11","0","11","1","0","0","4","14","0","0","4","1.00","1.00","0.00","0.0%","1.38","11.00","11.00","1.00","0.00","0.0%","3.50","0.00","1.00","0.0%","1.5","5.5","7.0","1.2","2.4","3.4","1.7"
"422","Darrynton Evans","TEN","RB","1","2","7","0","5","0","0","4","2","2","11","0","16","4","0","0","4","18","0","0","9","3.50","2.50","0.00","0.0%","2.75","5.50","8.00","2.00","0.00","0.0%","4.50","0.00","2.25","0.0%","7.0","11.0","18.0","3.8","3.8","4.0","4.0"
"423","Greg Dortch","ARZ","WR","5","1","24","0","-","0","1","18","3","3","15","0","31","9","1","0","4","39","0","1","9","24.00","-","0.00","100.0%","0.83","5.00","10.33","3.00","0.33","0.0%","9.75","0.25","2.25","25.0%","4.8","3.0","7.8","1.4","6.9","5.3","1.1"
"424","Willie Snead","LV, CAR","WR","9","0","0","0","-","0","0","31","8","4","38","0","15","10","1","0","4","38","0","1","10","-","-","0.00","0.0%","1.23","4.75","3.75","2.50","0.25","0.0%","9.50","0.25","2.50","0.0%","0.0","4.2","4.2","0.9","7.8","18.2","2.0"
"425","Tyler Davis","GB","TE","11","0","0","0","-","0","0","44","5","4","35","0","16","8","0","1","4","35","0","0","8","-","-","0.00","0.0%","0.80","7.00","4.00","2.00","0.00","25.0%","8.75","0.00","2.00","25.0%","0.0","3.2","3.2","0.7","7.5","5.1","0.5"
"426","Christopher Herndon","MIN","TE","16","0","0","0","-","0","0","74","6","4","40","1","32","9","0","0","4","40","1","0","9","-","-","0.00","0.0%","0.54","6.67","8.00","2.25","0.00","0.0%","10.00","0.00","2.25","0.0%","0.0","2.5","2.5","0.9","14.0","10.9","0.7"
"427","Ross Dwelley","SF","TE","16","0","0","0","-","0","0","62","6","4","51","1","4","2","0","1","4","51","1","0","2","-","-","0.00","0.0%","0.82","8.50","1.00","0.50","0.00","25.0%","12.75","0.00","0.50","25.0%","0.0","3.2","3.2","0.9","15.1","14.0","0.9"
"428","Chris Hogan","NO","WR","5","0","0","0","-","0","0","30","6","4","41","1","14","10","0","0","4","41","1","0","10","-","-","0.00","0.0%","1.37","6.83","3.50","2.50","0.00","0.0%","10.25","0.00","2.50","0.0%","0.0","8.2","8.2","2.8","14.1","10.4","2.1"
"429","Kendall Blanton","LA","TE","11","0","0","0","-","0","0","50","7","4","37","0","14","1","0","1","4","37","0","0","1","-","-","0.00","0.0%","0.74","5.29","3.50","0.25","0.00","25.0%","9.25","0.00","0.25","25.0%","0.0","3.4","3.4","0.7","7.7","12.3","1.1"
"430","Cody Hollister","TEN","WR","3","0","0","0","-","0","0","65","7","4","33","0","19","14","1","0","4","33","0","1","14","-","-","0.00","0.0%","0.51","4.71","4.75","3.50","0.25","0.0%","8.25","0.25","3.50","0.0%","0.0","11.0","11.0","2.4","7.3","13.5","4.5"
"431","Ja'Marcus Bradley","CLV","WR","4","0","0","0","-","0","0","40","4","4","64","0","19","2","0","1","4","64","0","0","2","-","-","0.00","0.0%","1.60","16.00","4.75","0.50","0.00","25.0%","16.00","0.00","0.50","25.0%","0.0","16.0","16.0","2.6","10.4","6.2","1.6"
"432","Jakob Johnson","NE","FB","17","0","0","0","-","0","0","52","5","4","43","0","35","21","1","1","4","43","0","1","21","-","-","0.00","0.0%","0.83","8.60","8.75","5.25","0.25","25.0%","10.75","0.25","5.25","25.0%","0.0","2.5","2.5","0.5","8.3","8.8","0.5"
"433","Keith Kirkwood","CAR","WR","3","0","0","0","-","0","0","39","7","3","17","0","18","7","0","0","3","17","0","0","7","-","-","0.00","0.0%","0.44","2.43","6.00","2.33","0.00","0.0%","5.67","0.00","2.33","0.0%","0.0","5.7","5.7","1.6","4.7","13.0","4.3"
"434","Jason Moore","LAC","WR","2","0","0","0","-","0","0","29","4","3","56","0","27","6","0","1","3","56","0","0","6","-","-","0.00","0.0%","1.93","14.00","9.00","2.00","0.00","33.3%","18.67","0.00","2.00","33.3%","0.0","28.0","28.0","4.3","8.6","7.1","3.5"
"435","D.J. Montgomery","NYJ","WR","3","0","0","0","-","0","0","39","6","3","36","0","15","7","0","0","3","36","0","0","7","-","-","0.00","0.0%","0.92","6.00","5.00","2.33","0.00","0.0%","12.00","0.00","2.33","0.0%","0.0","12.0","12.0","2.2","6.6","8.7","2.9"
"436","Tommy Hudson","TEN","TE","4","0","0","0","-","0","0","11","5","3","31","0","28","3","0","0","3","31","0","0","3","-","-","0.00","0.0%","2.82","6.20","9.33","1.00","0.00","0.0%","10.33","0.00","1.00","0.0%","0.0","7.8","7.8","1.5","6.1","6.6","1.6"
"437","Trevon Wesco","NYJ","TE","12","0","0","0","-","0","0","52","4","3","35","0","30","10","0","0","3","35","0","0","10","-","-","0.00","0.0%","0.67","8.75","10.00","3.33","0.00","0.0%","11.67","0.00","3.33","0.0%","0.0","2.9","2.9","0.5","6.5","5.8","0.5"
"438","Chris Myarick","NYG","TE","8","0","0","0","-","0","0","21","5","3","17","1","8","2","0","0","3","17","1","0","2","-","-","0.00","0.0%","0.81","3.40","2.67","0.67","0.00","0.0%","5.67","0.00","0.67","0.0%","0.0","2.1","2.1","1.3","10.7","10.7","1.3"
"439","Shane Zylstra","DET","TE","3","0","0","0","-","0","0","42","5","3","34","0","5","-","0","0","3","34","0","0","0","-","-","0.00","0.0%","0.81","6.80","1.67","-","0.00","0.0%","11.33","0.00","0.00","0.0%","0.0","11.3","11.3","2.1","6.4","11.2","3.7"
"440","Auden Tate","CIN","WR","7","0","0","0","-","0","0","36","4","3","39","1","22","12","2","0","3","39","1","2","12","-","-","0.00","0.0%","1.08","9.75","7.33","4.00","0.67","0.0%","13.00","0.67","4.00","0.0%","0.0","5.6","5.6","1.8","12.9","10.0","1.4"
"441","Stanley Morgan","CIN","WR","15","1","3","0","-","0","0","36","4","2","11","0","21","4","0","0","3","14","0","0","4","3.00","-","0.00","0.0%","0.31","2.75","10.50","2.00","0.00","0.0%","4.67","0.00","1.33","0.0%","0.2","0.7","0.9","0.2","3.4","9.0","0.6"
"442","Jeremy Sprinkle","DAL","TE","17","0","0","0","-","0","0","15","3","3","31","0","20","10","0","0","3","31","0","0","10","-","-","0.00","0.0%","2.07","10.33","6.67","3.33","0.00","0.0%","10.33","0.00","3.33","0.0%","0.0","1.8","1.8","0.4","6.1","5.2","0.3"
"443","Alex Erickson","CAR","WR","17","0","0","0","-","0","0","22","4","3","55","0","30","7","0","1","3","55","0","0","7","-","-","0.00","0.0%","2.50","13.75","10.00","2.33","0.00","33.3%","18.33","0.00","2.33","33.3%","0.0","3.2","3.2","0.5","8.5","9.8","0.6"
"444","Trey Ragas","LV","RB","1","1","9","0","5","0","0","8","2","2","6","0","13","5","0","0","3","15","0","0","10","9.00","5.00","0.00","0.0%","0.75","3.00","6.50","2.50","0.00","0.0%","5.00","0.00","3.33","0.0%","9.0","6.0","15.0","3.5","3.5","3.2","3.2"
"445","Reggie Bonnafon","CAR","RB","1","1","4","0","3","0","0","7","2","2","12","0","11","5","0","0","3","16","0","0","8","4.00","3.00","0.00","0.0%","1.71","6.00","5.50","2.50","0.00","0.0%","5.33","0.00","2.67","0.0%","4.0","12.0","16.0","3.6","3.6","3.8","3.8"
"446","Demetrius Harris","ARZ","TE","14","0","0","0","-","0","0","56","4","3","10","0","14","8","1","0","3","10","0","1","8","-","-","0.00","0.0%","0.18","2.50","4.67","2.67","0.33","0.0%","3.33","0.33","2.67","0.0%","0.0","0.7","0.7","0.3","4.0","5.9","0.4"
"447","K.J. Hill","LAC","WR","6","0","0","0","-","0","0","7","3","3","30","0","11","4","0","0","3","30","0","0","4","-","-","0.00","0.0%","4.29","10.00","3.67","1.33","0.00","0.0%","10.00","0.00","1.33","0.0%","0.0","5.0","5.0","1.0","6.0","4.5","0.8"
"448","Trenton Cannon","BLT, SF","RB","10","3","4","0","2","0","0","7","0","0","0","0","0","-","0","0","3","4","0","0","2","1.33","0.67","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","1.33","0.00","0.67","0.0%","0.4","0.0","0.4","-0.1","-0.6","1.3","0.1"
"449","Mitchell Wilcox","CIN","TE","15","0","0","0","-","0","0","38","5","3","16","0","9","4","0","0","3","16","0","0","4","-","-","0.00","0.0%","0.42","3.20","3.00","1.33","0.00","0.0%","5.33","0.00","1.33","0.0%","0.0","1.1","1.1","0.3","4.6","7.3","0.5"
"450","Damarea Crockett","DEN","RB","1","3","7","0","7","1","0","2","0","0","0","0","0","-","0","0","3","7","0","1","7","2.33","2.33","0.33","0.0%","0.00","-","0.00","-","0.00","0.0%","2.33","0.33","2.33","0.0%","7.0","0.0","7.0","0.7","0.7","1.6","1.6"
"451","Kaden Smith","NYG","TE","9","0","0","0","-","0","0","55","3","3","33","0","12","2","0","1","3","33","0","0","2","-","-","0.00","0.0%","0.60","11.00","4.00","0.67","0.00","33.3%","11.00","0.00","0.67","33.3%","0.0","3.7","3.7","0.7","6.3","4.6","0.5"
"452","Tyree Jackson","PHI","TE","9","0","0","0","-","0","0","62","6","3","22","1","7","1","0","0","3","22","1","0","1","-","-","0.00","0.0%","0.35","3.67","2.33","0.33","0.00","0.0%","7.33","0.00","0.33","0.0%","0.0","2.4","2.4","1.2","11.2","12.1","1.3"
"453","Gunner Olszewski","NE","WR","16","1","9","0","3","0","0","32","3","2","31","0","13","9","1","1","3","40","0","1","12","9.00","3.00","0.00","0.0%","0.97","10.33","6.50","4.50","0.50","50.0%","13.33","0.33","4.00","33.3%","0.6","1.9","2.5","0.4","6.0","5.1","0.3"
"454","Luke Stocker","MIN","TE","11","0","0","0","-","0","0","15","2","2","12","0","7","6","0","0","2","12","0","0","6","-","-","0.00","0.0%","0.80","6.00","3.50","3.00","0.00","0.0%","6.00","0.00","3.00","0.0%","0.0","1.1","1.1","0.3","3.2","2.8","0.3"
"455","Tyron Johnson","JAX, LV","WR","10","0","0","0","-","0","0","30","5","2","16","0","12","1","0","0","2","16","0","0","1","-","-","0.00","0.0%","0.53","3.20","6.00","0.50","0.00","0.0%","8.00","0.00","0.50","0.0%","0.0","1.6","1.6","0.4","3.6","9.1","0.9"
"456","Dominique Dafney","GB","TE","10","0","0","0","-","0","0","44","4","2","34","0","31","3","0","1","2","34","0","0","3","-","-","0.00","0.0%","0.77","8.50","15.50","1.50","0.00","50.0%","17.00","0.00","1.50","50.0%","0.0","3.4","3.4","0.5","5.4","4.4","0.4"
"457","Malik Taylor","GB","WR","10","0","0","0","-","0","0","11","3","2","14","0","8","1","1","0","2","14","0","1","1","-","-","0.00","0.0%","1.27","4.67","4.00","0.50","0.50","0.0%","7.00","0.50","0.50","0.0%","0.0","1.4","1.4","0.2","2.4","4.9","0.5"
"458","Gary Brightwell","NYG","RB","7","1","4","0","3","0","0","8","1","1","6","0","6","1","0","0","2","10","0","0","4","4.00","3.00","0.00","0.0%","0.75","6.00","6.00","1.00","0.00","0.0%","5.00","0.00","2.00","0.0%","0.6","0.9","1.4","0.3","2.0","1.8","0.3"
"459","J.J. Arcega-Whiteside","PHI","WR","16","0","0","0","-","0","0","38","5","2","36","0","29","6","0","1","2","36","0","0","6","-","-","0.00","0.0%","0.95","7.20","14.50","3.00","0.00","50.0%","18.00","0.00","3.00","50.0%","0.0","2.3","2.3","0.4","5.6","8.9","0.6"
"460","Derek Carrier","LV","TE","5","0","0","0","-","0","0","20","2","2","13","0","3","1","0","0","2","13","0","0","1","-","-","0.00","0.0%","0.65","6.50","1.50","0.50","0.00","0.0%","6.50","0.00","0.50","0.0%","0.0","2.6","2.6","0.7","3.3","2.8","0.6"
"461","John Kelly","CLV","RB","1","2","13","0","3","0","0","0","0","0","0","0","0","-","0","0","2","13","0","0","3","6.50","1.50","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","6.50","0.00","1.50","0.0%","13.0","0.0","13.0","1.3","1.3","0.9","0.9"
"462","Jesper Horsted","CHI","TE","5","0","0","0","-","0","0","6","3","2","21","2","0","-","0","0","2","21","2","0","0","-","-","0.00","0.0%","3.50","7.00","0.00","-","0.00","0.0%","10.50","0.00","0.00","0.0%","0.0","4.2","4.2","3.2","16.1","8.4","1.7"
"463","Kevin Rader","PIT","TE","6","0","0","0","-","0","0","10","3","2","8","0","4","3","0","0","2","8","0","0","3","-","-","0.00","0.0%","0.80","2.67","2.00","1.50","0.00","0.0%","4.00","0.00","1.50","0.0%","0.0","1.3","1.3","0.5","2.8","4.2","0.7"
"464","David Sills","NYG","WR","4","0","0","0","-","0","0","42","6","2","17","0","1","-","0","0","2","17","0","0","0","-","-","0.00","0.0%","0.40","2.83","0.50","-","0.00","0.0%","8.50","0.00","0.00","0.0%","0.0","4.3","4.3","0.9","3.7","8.9","2.2"
