"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"281","D'Wayne Eskridge","SEA","WR","10","89","12","0.13","24.8%","0.65","33","37.1%","5.3%","5","0.15","9.2%","0.82","55","61.8%","11.4%","7","0.13","15.3%","0.56","1","1.1%","0.5%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"282","Travis Homer","SEA","RB","10","88","17","0.19","21.7%","1.78","5","5.7%","0.7%","1","0.20","1.2%","0.00","9","10.2%","1.5%","2","0.22","2.2%","0.67","0","0.0%","0.0%","0","0.00","0.0%","0.00","74","84.1%","31.1%","14","0.19","18.3%","2.04"
"283","Mike Woods","CLV","WR","10","88","8","0.09","23.5%","0.51","59","67.0%","8.9%","4","0.07","15.7%","0.34","28","31.8%","5.2%","3","0.11","7.5%","0.89","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","1.1%","0.4%","1","1.00","0.3%","0.00"
"284","Justin Jackson","DET","RB","15","86","18","0.21","15.4%","1.17","20","23.3%","2.1%","2","0.10","3.6%","0.55","7","8.1%","0.9%","0","0.00","1.3%","0.00","4","4.7%","1.8%","1","0.25","0.7%","3.00","55","64.0%","15.7%","15","0.27","9.9%","1.42"
"285","Jake Ferguson","DAL","TE","16","85","22","0.26","15.0%","2.05","9","10.6%","0.9%","1","0.11","1.6%","0.78","21","24.7%","2.5%","3","0.14","3.7%","0.81","53","62.4%","21.6%","17","0.32","9.4%","2.81","2","2.4%","0.6%","1","0.50","0.4%","0.50"
"286","Khalil Herbert","CHI","RB","13","83","11","0.13","21.6%","0.69","6","7.2%","0.9%","1","0.17","1.6%","4.17","10","12.0%","2.0%","1","0.10","2.6%","0.70","0","0.0%","0.0%","0","0.00","0.0%","0.00","67","80.7%","33.3%","9","0.13","17.4%","0.37"
"287","Jamal Agnew","JAX","WR","15","83","30","0.36","14.6%","2.25","38","45.8%","3.9%","17","0.45","6.7%","2.18","45","54.2%","5.3%","13","0.29","7.9%","2.31","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"288","Anthony Firkser","ATL","TE","11","83","13","0.16","24.8%","1.20","12","14.5%","2.1%","1","0.08","3.6%","0.42","60","72.3%","15.2%","9","0.15","17.9%","0.97","11","13.3%","7.8%","3","0.27","3.3%","3.36","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"289","Laviska Shenault","CAR","WR","13","83","32","0.39","22.3%","3.28","29","34.9%","4.7%","8","0.28","7.8%","1.34","45","54.2%","11.7%","22","0.49","12.1%","4.71","8","9.6%","3.0%","1","0.13","2.1%","1.38","1","1.2%","0.4%","1","1.00","0.3%","10.00"
"290","Dare Ogunbowale","HST","RB","15","81","22","0.27","14.4%","1.28","11","13.6%","1.2%","2","0.18","2.0%","0.55","11","13.6%","1.6%","5","0.45","2.0%","1.09","0","0.0%","0.0%","0","0.00","0.0%","0.00","59","72.8%","17.2%","15","0.25","10.5%","1.46"
"291","Zack Moss","IND, BUF","RB","13","80","12","0.15","15.4%","0.49","3","3.8%","0.3%","0","0.00","0.6%","0.00","3","3.8%","0.4%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","74","92.5%","21.6%","12","0.16","14.2%","0.53"
"292","Mark Ingram","NO","RB","10","80","16","0.20","21.4%","0.85","1","1.3%","0.1%","0","0.00","0.3%","0.00","1","1.3%","0.2%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","78","97.5%","28.6%","16","0.21","20.9%","0.87"
"293","Kadarius Toney","KC, NYG","WR","9","80","19","0.24","20.9%","2.14","44","55.0%","6.6%","8","0.18","11.5%","1.45","33","41.3%","6.1%","9","0.27","8.6%","1.85","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","3.8%","1.1%","2","0.67","0.8%","15.33"
"294","Josiah Deguara","GB","TE","17","79","15","0.19","13.0%","1.44","10","12.7%","1.0%","2","0.20","1.6%","0.90","35","44.3%","4.5%","5","0.14","5.8%","2.00","22","27.8%","8.0%","6","0.27","3.6%","1.09","12","15.2%","3.5%","2","0.17","2.0%","0.92"
"295","KhaDarel Hodge","ATL","WR","17","79","19","0.24","16.1%","2.56","63","79.7%","7.5%","15","0.24","12.9%","2.75","16","20.3%","2.7%","4","0.25","3.3%","1.81","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"296","Dyami Brown","WAS","WR","15","79","13","0.16","14.2%","1.81","55","69.6%","5.6%","10","0.18","9.9%","1.75","24","30.4%","2.7%","3","0.13","4.3%","1.96","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"297","Connor Heyward","PIT","TE","17","78","14","0.18","12.2%","1.94","4","5.1%","0.3%","1","0.25","0.6%","1.25","26","33.3%","3.3%","3","0.12","4.1%","1.38","48","61.5%","10.6%","10","0.21","7.5%","2.29","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"298","River Cracraft","MIA","WR","11","78","14","0.18","17.8%","1.31","52","66.7%","6.7%","9","0.17","11.8%","1.83","25","32.1%","3.8%","5","0.20","5.7%","0.28","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","1.3%","0.4%","0","0.00","0.2%","0.00"
"299","Gunner Olszewski","PIT","WR","16","77","6","0.08","13.2%","0.69","15","19.5%","1.4%","1","0.07","2.6%","0.00","60","77.9%","8.4%","5","0.08","10.3%","0.88","2","2.6%","0.5%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"300","Nick Vannett","NO, NYG","TE","9","77","9","0.12","21.2%","0.71","13","16.9%","2.0%","3","0.23","3.6%","1.38","18","23.4%","3.5%","0","0.00","5.0%","0.00","45","58.4%","26.8%","5","0.11","12.4%","0.82","1","1.3%","0.4%","0","0.00","0.3%","0.00"
"301","Brycen Hopkins","LA","TE","14","74","11","0.15","15.4%","1.47","21","28.4%","2.5%","1","0.05","4.4%","0.00","8","10.8%","1.3%","1","0.13","1.7%","2.00","43","58.1%","17.6%","8","0.19","8.9%","2.16","2","2.7%","0.7%","1","0.50","0.4%","0.00"
"302","James Robinson","JAX, NYJ","RB","11","74","13","0.18","17.5%","0.69","7","9.5%","1.0%","0","0.00","1.7%","0.00","7","9.5%","1.1%","2","0.29","1.7%","1.71","0","0.0%","0.0%","0","0.00","0.0%","0.00","60","81.1%","24.5%","11","0.18","14.2%","0.65"
"303","Laquon Treadwell","SEA","WR","6","74","8","0.11","30.2%","0.57","52","70.3%","11.7%","5","0.10","21.2%","0.63","22","29.7%","6.1%","3","0.14","9.0%","0.41","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"304","Hassan Haskins","TEN","RB","15","74","12","0.16","16.4%","0.77","4","5.4%","0.5%","1","0.25","0.9%","0.50","4","5.4%","0.7%","0","0.00","0.9%","0.00","9","12.2%","4.2%","1","0.11","2.0%","1.00","57","77.0%","21.0%","10","0.18","12.7%","0.81"
"305","Kyren Williams","LA","RB","8","73","11","0.15","27.9%","1.04","4","5.5%","0.9%","0","0.00","1.5%","0.00","6","8.2%","1.9%","0","0.00","2.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","63","86.3%","40.1%","11","0.17","24.0%","1.21"
"306","MyCole Pruitt","ATL","TE","13","73","21","0.29","19.5%","2.05","5","6.8%","0.8%","0","0.00","1.3%","0.00","14","19.2%","3.0%","1","0.07","3.7%","1.00","53","72.6%","37.3%","20","0.38","14.1%","2.57","1","1.4%","0.5%","0","0.00","0.3%","0.00"
"307","Marcedes Lewis","GB","TE","17","73","7","0.10","12.0%","0.90","5","6.8%","0.5%","0","0.00","0.8%","0.00","4","5.5%","0.5%","1","0.25","0.7%","-0.25","64","87.7%","23.4%","6","0.09","10.5%","1.05","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"308","Reggie Gilliam","BUF","FB","15","73","10","0.14","11.7%","0.95","9","12.3%","0.8%","1","0.11","1.4%","0.00","20","27.4%","2.1%","2","0.10","3.2%","-0.05","25","34.2%","14.0%","3","0.12","4.0%","1.36","19","26.0%","4.6%","4","0.21","3.0%","1.89"
"309","DeSean Jackson","BLT","WR","7","72","17","0.24","34.3%","2.13","54","75.0%","14.9%","14","0.26","25.7%","1.52","18","25.0%","5.8%","3","0.17","8.6%","3.94","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"310","Chris Manhertz","JAX","TE","17","72","8","0.11","11.1%","0.58","2","2.8%","0.2%","0","0.00","0.3%","0.00","3","4.2%","0.3%","0","0.00","0.5%","0.00","67","93.1%","25.2%","8","0.12","10.3%","0.63","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"311","Chris Conley","HST, TEN","WR","9","72","7","0.10","24.1%","0.64","60","83.3%","11.5%","6","0.10","20.1%","0.77","12","16.7%","3.0%","1","0.08","4.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"312","Samori Toure","GB","WR","11","71","9","0.13","19.0%","1.15","28","39.4%","4.7%","1","0.04","7.5%","0.00","43","60.6%","9.0%","8","0.19","11.5%","1.91","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"313","Kevin White","NO","WR","7","70","5","0.07","27.7%","1.06","56","80.0%","12.1%","5","0.09","22.1%","1.32","14","20.0%","4.0%","0","0.00","5.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"314","Brian Robinson","WAS","RB","12","69","12","0.17","17.0%","0.87","2","2.9%","0.3%","1","0.50","0.5%","-1.00","2","2.9%","0.3%","1","0.50","0.5%","2.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","65","94.2%","26.6%","10","0.15","16.0%","0.88"
"315","Cole Turner","WAS","TE","10","68","8","0.12","20.8%","0.34","12","17.6%","2.0%","2","0.17","3.7%","0.00","35","51.5%","6.6%","3","0.09","10.7%","0.00","21","30.9%","19.8%","3","0.14","6.4%","1.10","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"316","Trent Taylor","CIN","WR","16","68","10","0.15","10.0%","0.91","10","14.7%","0.8%","1","0.10","1.5%","0.50","58","85.3%","6.0%","9","0.16","8.5%","0.98","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"317","Velus Jones","CHI","WR","12","68","12","0.18","18.0%","1.57","54","79.4%","8.5%","8","0.15","14.3%","1.48","14","20.6%","2.7%","4","0.29","3.7%","1.93","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"318","Grant Calcaterra","PHI","TE","14","67","8","0.12","13.3%","1.21","10","14.9%","1.2%","2","0.20","2.0%","-0.20","27","40.3%","3.7%","3","0.11","5.3%","1.11","30","44.8%","13.5%","3","0.10","5.9%","1.77","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"319","Mike Boone","DEN","RB","9","66","13","0.20","18.5%","1.45","10","15.2%","1.6%","3","0.30","2.8%","1.70","5","7.6%","1.0%","1","0.20","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","51","77.3%","20.2%","9","0.18","14.3%","1.55"
"320","James Mitchell","DET","TE","14","66","11","0.17","13.0%","1.71","15","22.7%","1.7%","0","0.00","3.0%","0.00","13","19.7%","1.9%","3","0.23","2.6%","2.31","37","56.1%","16.7%","8","0.22","7.3%","2.24","1","1.5%","0.3%","0","0.00","0.2%","0.00"
"321","Mike Strachan","IND","WR","13","66","9","0.14","12.1%","0.89","61","92.4%","6.3%","7","0.11","11.2%","0.97","5","7.6%","0.6%","2","0.40","0.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"322","N'Keal Harry","CHI","WR","7","66","9","0.14","30.4%","1.76","51","77.3%","14.2%","5","0.10","23.5%","1.39","15","22.7%","5.3%","4","0.27","6.9%","3.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"323","Stephen Sullivan","CAR","TE","14","65","5","0.08","16.2%","0.71","4","6.2%","0.6%","1","0.25","1.0%","0.00","28","43.1%","6.7%","0","0.00","7.0%","0.00","33","50.8%","12.3%","4","0.12","8.2%","1.39","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"324","Jamison Crowder","BUF","WR","4","65","12","0.18","33.7%","0.92","9","13.8%","2.6%","1","0.11","4.7%","1.78","56","86.2%","19.3%","11","0.20","29.0%","0.79","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"325","Boston Scott","PHI","RB","15","65","6","0.09","11.7%","0.23","10","15.4%","1.1%","2","0.20","1.8%","0.60","7","10.8%","0.9%","0","0.00","1.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","48","73.8%","15.7%","4","0.08","8.6%","0.19"
"326","Zonovan Knight","NYJ","RB","7","62","14","0.23","20.4%","1.61","5","8.1%","0.9%","0","0.00","1.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","1.6%","0.5%","0","0.00","0.3%","0.00","56","90.3%","34.6%","14","0.25","18.4%","1.79"
"327","Jeff Smith","NYJ","WR","11","62","11","0.18","14.6%","2.16","44","71.0%","5.8%","10","0.23","10.4%","2.66","17","27.4%","3.1%","0","0.00","4.0%","0.00","1","1.6%","0.4%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"328","Keith Kirkwood","NO","WR","5","62","4","0.06","45.6%","0.29","24","38.7%","9.9%","0","0.00","17.6%","0.00","37","59.7%","20.2%","4","0.11","27.2%","0.49","1","1.6%","1.4%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"329","Andre Baccellia","ARZ","WR","8","61","10","0.16","17.7%","0.74","52","85.2%","9.0%","9","0.17","15.1%","0.73","9","14.8%","1.7%","1","0.11","2.6%","0.78","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"330","Anthony Schwartz","CLV","WR","10","61","10","0.16","16.1%","0.84","30","49.2%","4.5%","5","0.17","7.9%","0.73","31","50.8%","5.6%","5","0.16","8.2%","0.94","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"331","Freddie Swain","MIA, DEN","WR","4","61","6","0.10","44.5%","1.21","17","27.9%","7.0%","1","0.06","12.4%","3.06","43","70.5%","21.7%","5","0.12","31.4%","0.51","1","1.6%","1.5%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"332","Jakob Johnson","LV","FB","17","60","6","0.10","9.3%","0.17","7","11.7%","0.6%","0","0.00","1.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","15","25.0%","7.8%","1","0.07","2.3%","0.00","38","63.3%","7.5%","5","0.13","5.9%","0.26"
"333","Javonte Williams","DEN","RB","4","60","21","0.35","39.7%","1.27","2","3.3%","0.7%","0","0.00","1.3%","0.00","1","1.7%","0.5%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","57","95.0%","50.0%","21","0.37","37.7%","1.33"
"334","D'Onta Foreman","CAR","RB","17","59","8","0.14","11.5%","0.44","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","59","100.0%","18.8%","8","0.14","11.5%","0.44"
"335","Donald Parham","LAC","TE","6","58","12","0.21","22.6%","2.24","13","22.4%","3.0%","1","0.08","5.1%","0.00","22","37.9%","6.4%","4","0.18","8.6%","2.64","22","37.9%","17.3%","7","0.32","8.6%","3.27","1","1.7%","0.6%","0","0.00","0.4%","0.00"
"336","Avery Williams","ATL","RB","17","58","14","0.24","11.8%","1.05","7","12.1%","0.8%","4","0.57","1.4%","1.29","18","31.0%","3.1%","5","0.28","3.7%","1.67","2","3.4%","1.0%","1","0.50","0.4%","0.00","31","53.4%","11.4%","4","0.13","6.3%","0.71"
"337","J.K. Dobbins","BLT","RB","8","57","8","0.14","23.4%","0.74","5","8.8%","1.2%","0","0.00","2.0%","0.00","12","21.1%","3.3%","3","0.25","4.9%","2.42","0","0.0%","0.0%","0","0.00","0.0%","0.00","40","70.2%","39.2%","5","0.13","16.4%","0.33"
"338","Chris Myarick","NYG","TE","15","56","8","0.14","10.4%","1.16","6","10.7%","0.6%","0","0.00","1.1%","0.00","5","8.9%","0.7%","0","0.00","0.9%","0.00","44","78.6%","15.7%","7","0.16","8.2%","0.95","1","1.8%","0.3%","0","0.00","0.2%","0.00"
"339","Dan Arnold","JAX","TE","16","56","11","0.20","9.1%","2.41","10","17.9%","1.0%","2","0.20","1.6%","0.50","23","41.1%","2.5%","3","0.13","3.7%","1.22","22","39.3%","8.8%","6","0.27","3.6%","4.64","1","1.8%","0.3%","0","0.00","0.2%","0.00"
"340","Sony Michel","LAC","RB","10","56","14","0.25","12.4%","0.95","0","0.0%","0.0%","0","0.00","0.0%","0.00","10","17.9%","1.6%","1","0.10","2.2%","0.60","0","0.0%","0.0%","0","0.00","0.0%","0.00","46","82.1%","14.3%","13","0.28","10.2%","1.02"
"341","Tyler Kroft","SF","TE","11","55","6","0.11","16.6%","1.04","11","20.0%","1.9%","1","0.09","3.3%","0.55","10","18.2%","2.5%","0","0.00","3.0%","0.00","33","60.0%","15.7%","5","0.15","10.0%","1.55","1","1.8%","0.4%","0","0.00","0.3%","0.00"
"342","Rashaad Penny","SEA","RB","5","53","5","0.09","30.8%","0.30","12","22.6%","4.0%","0","0.00","7.0%","0.00","7","13.2%","3.0%","1","0.14","4.1%","0.57","0","0.0%","0.0%","0","0.00","0.0%","0.00","34","64.2%","34.7%","4","0.12","19.8%","0.35"
"343","Brandon Bolden","LV","RB","13","53","9","0.17","10.7%","1.08","2","3.8%","0.2%","0","0.00","0.4%","0.00","2","3.8%","0.3%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","49","92.5%","12.3%","9","0.18","9.9%","1.16"
"344","Montrell Washington","DEN","WR","15","53","9","0.17","9.0%","0.04","15","28.3%","1.4%","3","0.20","2.5%","0.13","35","66.0%","4.3%","5","0.14","5.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","5.7%","0.7%","1","0.33","0.5%","0.00"
"345","Ko Kieft","TB","TE","17","51","10","0.20","6.6%","1.57","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","34","66.7%","12.7%","6","0.18","4.4%","1.68","17","33.3%","2.8%","4","0.24","2.2%","1.35"
"346","Giovanni Ricci","CAR","TE","15","50","9","0.18","11.0%","2.00","3","6.0%","0.4%","0","0.00","0.7%","0.00","11","22.0%","2.3%","4","0.36","2.4%","6.00","31","62.0%","10.0%","3","0.10","6.8%","0.55","5","10.0%","1.8%","2","0.40","1.1%","3.40"
"347","Jonathan Williams","WAS","RB","9","49","10","0.20","14.0%","0.82","1","2.0%","0.2%","0","0.00","0.3%","0.00","19","38.8%","3.3%","4","0.21","5.4%","0.68","0","0.0%","0.0%","0","0.00","0.0%","0.00","29","59.2%","13.9%","6","0.21","8.3%","0.93"
"348","Armani Rogers","WAS","TE","10","48","6","0.13","12.7%","1.33","7","14.6%","1.1%","0","0.00","1.9%","0.00","17","35.4%","2.8%","2","0.12","4.5%","1.53","21","43.8%","17.6%","4","0.19","5.6%","1.81","3","6.3%","1.3%","0","0.00","0.8%","0.00"
"349","Jalen Reagor","MIN","WR","17","48","13","0.27","6.5%","2.17","28","58.3%","2.2%","7","0.25","3.8%","2.32","19","39.6%","2.1%","6","0.32","2.6%","2.05","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","2.1%","0.2%","0","0.00","0.1%","0.00"
"350","Keaontay Ingram","ARZ","RB","11","47","5","0.11","10.0%","0.45","4","8.5%","0.5%","0","0.00","0.9%","0.00","9","19.1%","1.3%","0","0.00","1.9%","0.00","1","2.1%","0.5%","0","0.00","0.2%","0.00","33","70.2%","10.5%","5","0.15","7.0%","0.64"
"351","Craig Reynolds","DET","RB","7","46","10","0.22","17.5%","2.52","4","8.7%","0.9%","0","0.00","1.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","42","91.3%","25.1%","10","0.24","16.0%","2.76"
"352","Kyle Philips","TEN","WR","4","46","13","0.28","38.3%","1.70","17","37.0%","8.3%","4","0.24","14.2%","1.94","27","58.7%","16.8%","9","0.33","22.5%","1.67","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","4.3%","3.0%","0","0.00","1.7%","0.00"
"353","Jake Kumerow","BUF","WR","6","45","7","0.16","16.5%","1.42","39","86.7%","8.1%","6","0.15","14.3%","1.54","4","8.9%","1.0%","0","0.00","1.5%","0.00","2","4.4%","2.8%","1","0.50","0.7%","2.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"354","Andrew Beck","DEN","TE","13","45","10","0.22","9.0%","1.53","2","4.4%","0.2%","0","0.00","0.4%","0.00","5","11.1%","0.7%","3","0.60","1.0%","1.20","24","53.3%","9.3%","4","0.17","4.8%","1.58","14","31.1%","3.8%","3","0.21","2.8%","1.79"
"355","Cody Hollister","TEN","WR","11","44","5","0.11","14.1%","1.23","38","86.4%","7.2%","5","0.13","12.1%","1.42","6","13.6%","1.5%","0","0.00","1.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"356","Dennis Houston","DAL","WR","2","44","6","0.14","55.7%","0.36","41","93.2%","30.1%","6","0.15","51.9%","0.39","3","6.8%","2.5%","0","0.00","3.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"357","Bryan Edwards","ATL","WR","7","44","5","0.11","21.2%","0.34","37","84.1%","10.3%","3","0.08","17.8%","0.35","7","15.9%","2.8%","2","0.29","3.4%","0.29","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"358","Malcolm Brown","LA","RB","9","44","6","0.14","13.5%","0.84","5","11.4%","0.9%","0","0.00","1.5%","0.00","6","13.6%","1.4%","1","0.17","1.8%","1.67","0","0.0%","0.0%","0","0.00","0.0%","0.00","33","75.0%","17.6%","5","0.15","10.1%","0.82"
"359","Darrel Williams","ARZ","RB","5","43","7","0.16","17.6%","0.21","3","7.0%","0.8%","1","0.33","1.2%","0.00","9","20.9%","2.4%","0","0.00","3.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","31","72.1%","22.0%","6","0.19","12.7%","0.29"
"360","Ross Dwelley","SF","TE","10","43","5","0.12","13.1%","2.44","5","11.6%","0.9%","2","0.40","1.5%","11.20","20","46.5%","4.8%","1","0.05","6.1%","0.55","16","37.2%","8.8%","2","0.13","4.9%","2.38","2","4.7%","0.9%","0","0.00","0.6%","0.00"
"361","Tim Jones","JAX","WR","16","43","4","0.09","7.0%","0.70","35","81.4%","3.3%","3","0.09","5.7%","0.86","7","16.3%","0.8%","1","0.14","1.1%","0.00","1","2.3%","0.4%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"362","Racey McMath","TEN","WR","4","43","7","0.16","28.1%","0.93","36","83.7%","13.1%","7","0.19","23.5%","1.11","7","16.3%","3.4%","0","0.00","4.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"363","Jalen Virgil","DEN","WR","9","43","4","0.09","12.3%","1.74","33","76.7%","5.4%","4","0.12","9.4%","2.27","10","23.3%","2.0%","0","0.00","2.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"364","Andy Isabella","BLT, ARZ","WR","5","42","5","0.12","22.8%","0.50","25","59.5%","8.1%","2","0.08","13.6%","0.44","17","40.5%","6.0%","3","0.18","9.2%","0.59","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"365","Tylan Wallace","BLT","WR","8","42","6","0.14","14.3%","0.79","31","73.8%","6.0%","3","0.10","10.6%","0.39","11","26.2%","2.4%","3","0.27","3.8%","1.91","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"366","Lil'Jordan Humphrey","NE","WR","5","41","4","0.10","25.9%","0.49","10","24.4%","3.5%","1","0.10","6.3%","1.10","30","73.2%","14.0%","3","0.10","19.0%","0.30","1","2.4%","1.5%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"367","Gary Brightwell","NYG","RB","15","41","7","0.17","7.5%","0.95","2","4.9%","0.2%","0","0.00","0.4%","0.00","1","2.4%","0.1%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","38","92.7%","10.8%","7","0.18","7.0%","1.03"
"368","C.J. Ham","MIN","FB","17","41","12","0.29","5.6%","2.10","4","9.8%","0.3%","1","0.25","0.5%","2.75","5","12.2%","0.5%","0","0.00","0.7%","0.00","11","26.8%","2.5%","4","0.36","1.5%","2.18","21","51.2%","5.1%","7","0.33","2.9%","2.43"
"369","Ryan Griffin","CHI","TE","15","40","7","0.18","9.0%","0.65","0","0.0%","0.0%","0","0.00","0.0%","0.00","7","17.5%","1.2%","2","0.29","1.6%","2.57","32","80.0%","16.8%","4","0.13","7.2%","0.22","1","2.5%","0.4%","1","1.00","0.2%","1.00"
"370","Jaelon Darden","TB, CLV","WR","14","40","2","0.05","6.5%","0.65","27","67.5%","2.6%","1","0.04","4.4%","0.93","13","32.5%","1.5%","1","0.08","2.1%","0.08","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"371","Stephen Anderson","ARZ","TE","14","39","7","0.18","6.4%","0.23","4","10.3%","0.4%","1","0.25","0.7%","1.50","7","17.9%","0.8%","0","0.00","1.2%","0.00","26","66.7%","12.1%","6","0.23","4.3%","0.12","2","5.1%","0.5%","0","0.00","0.3%","0.00"
"372","Devin Asiasi","CIN","TE","12","39","4","0.10","8.0%","0.13","5","12.8%","0.6%","0","0.00","1.0%","0.00","4","10.3%","0.6%","0","0.00","0.8%","0.00","30","76.9%","12.1%","4","0.13","6.1%","0.17","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"373","Tony Jones","SEA, NO","RB","3","39","8","0.21","29.3%","0.77","1","2.6%","0.4%","0","0.00","0.8%","0.00","1","2.6%","0.6%","0","0.00","0.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","37","94.9%","38.5%","8","0.22","27.8%","0.81"
"374","Jalen Tolbert","DAL","WR","7","39","3","0.08","16.3%","0.31","35","89.7%","8.7%","3","0.09","14.6%","0.34","4","10.3%","1.3%","0","0.00","1.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
