"Rank","Name","Team","POS","G","ATT","YDS","TD","YACO","MTF","EXP","RTE","TGT","REC","YDS","TD","YAC","YACO","MTF","EXP","TOUCH","YFS","TD","MTF","YACO","YPC","YACO/ATT","MTF/ATT","EXP RUN %","YPRR","YPT","YAC/REC","YACO/REC","MTF/REC","EXP REC %","YFS/TOUCH","MTF/TOUCH","YACO/TOUCH","EXP PLAY %","RuYDS/G","RecYDS/G","YFS/G","FP/G","FP","XFP","XFP/G"
"396","Dax Milne","WAS","WR","15","0","0","0","-","0","0","34","7","6","37","1","14","8","0","0","6","37","1","0","8","-","-","0.00","0.0%","1.09","5.29","2.33","1.33","0.00","0.0%","6.17","0.00","1.33","0.0%","0.0","2.5","2.5","1.0","15.7","12.5","0.8"
"397","Ty Chandler","MIN","RB","2","6","20","0","13","0","0","4","0","0","0","0","0","-","0","0","6","20","0","0","13","3.33","2.17","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","3.33","0.00","2.17","0.0%","10.0","0.0","10.0","1.0","2.0","3.4","1.7"
"398","Laquon Treadwell","SEA","WR","6","0","0","0","-","0","0","74","8","6","42","0","14","9","0","0","6","42","0","0","9","-","-","0.00","0.0%","0.57","5.25","2.33","1.50","0.00","0.0%","7.00","0.00","1.50","0.0%","0.0","7.0","7.0","1.7","10.2","14.6","2.4"
"399","Pharoh Cooper","ARZ","WR","5","4","15","0","8","0","0","9","2","2","6","0","13","5","0","0","6","21","0","0","13","3.75","2.00","0.00","0.0%","0.67","3.00","6.50","2.50","0.00","0.0%","3.50","0.00","2.17","0.0%","3.0","1.2","4.2","0.8","4.1","5.1","1.0"
"400","Ty Montgomery","NE","WR","1","2","-2","0","-","0","0","11","4","3","15","1","9","3","0","0","5","13","1","0","3","-1.00","-","0.00","0.0%","1.36","3.75","3.00","1.00","0.00","0.0%","2.60","0.00","0.60","0.0%","-2.0","15.0","13.0","10.3","10.3","7.4","7.4"
"401","Jakob Johnson","LV","FB","17","0","0","0","-","0","0","60","6","5","10","0","8","6","1","0","5","10","0","1","6","-","-","0.00","0.0%","0.17","1.67","1.60","1.20","0.20","0.0%","2.00","0.20","1.20","0.0%","0.0","0.6","0.6","0.4","6.0","8.4","0.5"
"402","Samori Toure","GB","WR","11","0","0","0","-","0","0","71","9","5","82","1","11","5","0","2","5","82","1","0","5","-","-","0.00","0.0%","1.15","9.11","2.20","1.00","0.00","40.0%","16.40","0.00","1.00","40.0%","0.0","7.5","7.5","1.7","19.2","19.0","1.7"
"403","Grant Calcaterra","PHI","TE","14","0","0","0","-","0","0","67","8","5","81","0","41","25","1","1","5","81","0","1","25","-","-","0.00","0.0%","1.21","10.13","8.20","5.00","0.20","20.0%","16.20","0.20","5.00","20.0%","0.0","5.8","5.8","0.9","13.1","14.9","1.1"
"404","Troy Hairston","HST","FB","16","0","0","0","-","0","0","30","7","5","19","0","12","2","0","0","5","19","0","0","2","-","-","0.00","0.0%","0.63","2.71","2.40","0.40","0.00","0.0%","3.80","0.00","0.40","0.0%","0.0","1.2","1.2","0.4","6.9","13.0","0.8"
"405","Godwin Igwebuike","SEA","RB","5","3","4","0","6","0","0","1","1","1","3","0","0","-","0","0","4","7","0","0","6","1.33","2.00","0.00","0.0%","3.00","3.00","0.00","-","0.00","0.0%","1.75","0.00","1.50","0.0%","0.8","0.6","1.4","0.3","1.7","2.6","0.5"
"406","Jake Kumerow","BUF","WR","6","0","0","0","-","0","0","45","7","4","64","0","20","13","0","1","4","64","0","0","13","-","-","0.00","0.0%","1.42","9.14","5.00","3.25","0.00","25.0%","16.00","0.00","3.25","25.0%","0.0","10.7","10.7","1.7","10.4","10.7","1.8"
"407","Devine Ozigbo","DEN","RB","3","3","4","0","4","0","0","5","1","1","3","0","7","1","0","0","4","7","0","0","5","1.33","1.33","0.00","0.0%","0.60","3.00","7.00","1.00","0.00","0.0%","1.75","0.00","1.25","0.0%","1.3","1.0","2.3","0.6","1.7","3.4","1.1"
"408","Tyler Davis","GB","TE","17","0","0","0","-","0","0","35","5","4","26","0","27","5","0","1","4","26","0","0","5","-","-","0.00","0.0%","0.74","5.20","6.75","1.25","0.00","25.0%","6.50","0.00","1.25","25.0%","0.0","1.5","1.5","0.4","6.6","7.5","0.4"
"409","Charlie Kolar","BLT","TE","2","0","0","0","-","0","0","25","6","4","49","0","22","8","0","0","4","49","0","0","8","-","-","0.00","0.0%","1.96","8.17","5.50","2.00","0.00","0.0%","12.25","0.00","2.00","0.0%","0.0","24.5","24.5","4.5","8.9","10.4","5.2"
"410","Kavontae Turpin","DAL","WR","17","3","17","0","5","0","0","25","1","1","9","0","6","-","0","0","4","26","0","0","5","5.67","1.67","0.00","0.0%","0.36","9.00","6.00","-","0.00","0.0%","6.50","0.00","1.25","0.0%","1.0","0.5","1.5","0.1","1.6","3.1","0.2"
"411","Ryan Griffin","CHI","TE","15","0","0","0","-","0","0","40","7","4","26","0","10","2","0","0","4","26","0","0","2","-","-","0.00","0.0%","0.65","3.71","2.50","0.50","0.00","0.0%","6.50","0.00","0.50","0.0%","0.0","1.7","1.7","0.4","6.6","11.4","0.8"
"412","Stone Smartt","LAC","TE","7","0","0","0","-","0","0","34","5","4","17","0","6","-","0","0","4","17","0","0","0","-","-","0.00","0.0%","0.50","3.40","1.50","-","0.00","0.0%","4.25","0.00","0.00","0.0%","0.0","2.4","2.4","0.8","5.7","7.2","1.0"
"413","Tyler Kroft","SF","TE","11","0","0","0","-","0","0","55","6","4","57","0","16","2","0","1","4","57","0","0","2","-","-","0.00","0.0%","1.04","9.50","4.00","0.50","0.00","25.0%","14.25","0.00","0.50","25.0%","0.0","5.2","5.2","0.9","9.7","13.7","1.2"
"414","Chris Conley","TEN, HST","WR","9","0","0","0","-","0","0","72","7","4","46","0","5","-","0","1","4","46","0","0","0","-","-","0.00","0.0%","0.64","6.57","1.25","-","0.00","25.0%","11.50","0.00","0.00","25.0%","0.0","5.1","5.1","1.0","8.6","9.8","1.1"
"415","Tylan Wallace","BLT","WR","8","0","0","0","-","0","0","42","6","4","33","0","11","8","1","0","4","33","0","1","8","-","-","0.00","0.0%","0.79","5.50","2.75","2.00","0.25","0.0%","8.25","0.25","2.00","0.0%","0.0","4.1","4.1","0.9","7.3","10.0","1.2"
"416","Freddie Swain","MIA, DEN","WR","4","0","0","0","-","0","0","61","6","4","74","0","28","5","0","1","4","74","0","0","5","-","-","0.00","0.0%","1.21","12.33","7.00","1.25","0.00","25.0%","18.50","0.00","1.25","25.0%","0.0","18.5","18.5","2.9","11.4","10.0","2.5"
"417","D.J. Turner","LV","WR","8","4","26","0","21","1","1","6","1","0","0","0","0","-","0","0","4","26","0","1","21","6.50","5.25","0.25","25.0%","0.00","-","0.00","-","0.00","0.0%","6.50","0.25","5.25","25.0%","3.3","0.0","3.3","0.3","2.6","4.4","0.5"
"418","Luke Farrell","JAX","TE","16","0","0","0","-","0","0","15","4","4","40","0","38","16","1","0","4","40","0","1","16","-","-","0.00","0.0%","2.67","10.00","9.50","4.00","0.25","0.0%","10.00","0.25","4.00","0.0%","0.0","2.5","2.5","0.5","8.0","5.7","0.4"
"419","Cody Hollister","TEN","WR","11","0","0","0","-","0","0","44","5","3","54","0","8","2","0","2","3","54","0","0","2","-","-","0.00","0.0%","1.23","10.80","2.67","0.67","0.00","66.7%","18.00","0.00","0.67","66.7%","0.0","4.9","4.9","0.8","8.4","8.1","0.7"
"420","Kyle Rudolph","TB","TE","9","0","0","0","-","0","0","28","5","3","28","1","4","2","0","0","3","28","1","0","2","-","-","0.00","0.0%","1.00","5.60","1.33","0.67","0.00","0.0%","9.33","0.00","0.67","0.0%","0.0","3.1","3.1","1.3","11.8","10.2","1.1"
"421","Simi Fehoko","DAL","WR","5","0","0","0","-","0","0","21","4","3","24","0","10","5","0","0","3","24","0","0","5","-","-","0.00","0.0%","1.14","6.00","3.33","1.67","0.00","0.0%","8.00","0.00","1.67","0.0%","0.0","4.8","4.8","1.1","5.4","7.1","1.4"
"422","Penny Hart","SEA","WR","7","0","0","0","-","0","0","21","4","3","20","0","11","8","0","0","3","20","0","0","8","-","-","0.00","0.0%","0.95","5.00","3.67","2.67","0.00","0.0%","6.67","0.00","2.67","0.0%","0.0","2.9","2.9","0.7","5.0","6.6","0.9"
"423","Mike Strachan","IND","WR","13","0","0","0","-","0","0","66","9","3","59","0","11","4","0","2","3","59","0","0","4","-","-","0.00","0.0%","0.89","6.56","3.67","1.33","0.00","66.7%","19.67","0.00","1.33","66.7%","0.0","4.5","4.5","0.7","8.9","20.8","1.6"
"424","Ross Dwelley","SF","TE","10","0","0","0","-","0","0","43","5","3","105","1","40","13","0","2","3","105","1","0","13","-","-","0.00","0.0%","2.44","21.00","13.33","4.33","0.00","66.7%","35.00","0.00","4.33","66.7%","0.0","10.5","10.5","2.0","19.5","7.8","0.8"
"425","Reggie Bonnafon","WAS","RB","1","3","8","0","8","1","0","0","0","0","0","0","0","-","0","0","3","8","0","1","8","2.67","2.67","0.33","0.0%","0.00","-","0.00","-","0.00","0.0%","2.67","0.33","2.67","0.0%","8.0","0.0","8.0","0.8","0.8","1.1","1.1"
"426","Bryan Edwards","ATL","WR","7","0","0","0","-","0","0","44","5","3","15","0","11","8","0","0","3","15","0","0","8","-","-","0.00","0.0%","0.34","3.00","3.67","2.67","0.00","0.0%","5.00","0.00","2.67","0.0%","0.0","2.1","2.1","0.6","4.5","12.1","1.7"
"427","Maxx Williams","ARZ","TE","11","0","0","0","-","0","0","33","3","3","18","0","6","2","0","0","3","18","0","0","2","-","-","0.00","0.0%","0.55","6.00","2.00","0.67","0.00","0.0%","6.00","0.00","0.67","0.0%","0.0","1.6","1.6","0.4","4.8","4.3","0.4"
"428","Andy Isabella","BLT, ARZ","WR","5","1","1","0","2","1","0","42","5","2","21","0","5","3","0","0","3","22","0","1","5","1.00","2.00","1.00","0.0%","0.50","4.20","2.50","1.50","0.00","0.0%","7.33","0.33","1.67","0.0%","0.2","4.2","4.4","0.8","4.2","8.6","1.7"
"429","Jaelon Darden","TB, CLV","WR","14","1","2","0","-","0","0","40","2","2","26","0","15","5","0","1","3","28","0","0","5","2.00","-","0.00","0.0%","0.65","13.00","7.50","2.50","0.00","50.0%","9.33","0.00","1.67","33.3%","0.1","1.9","2.0","0.3","4.8","3.8","0.3"
"430","Stephen Anderson","ARZ","TE","14","0","0","0","-","0","0","39","7","3","9","0","7","4","0","0","3","9","0","0","4","-","-","0.00","0.0%","0.23","1.29","2.33","1.33","0.00","0.0%","3.00","0.00","1.33","0.0%","0.0","0.6","0.6","0.3","3.9","12.3","0.9"
"431","Racey McMath","TEN","WR","4","1","4","0","2","0","0","43","7","2","40","0","7","1","0","1","3","44","0","0","3","4.00","2.00","0.00","0.0%","0.93","5.71","3.50","0.50","0.00","50.0%","14.67","0.00","1.00","33.3%","1.0","10.0","11.0","1.6","6.4","13.8","3.5"
"432","Tim Jones","JAX","WR","16","0","0","0","-","0","0","43","4","3","30","0","23","15","1","1","3","30","0","1","15","-","-","0.00","0.0%","0.70","7.50","7.67","5.00","0.33","33.3%","10.00","0.33","5.00","33.3%","0.0","1.9","1.9","0.4","6.0","5.5","0.3"
"433","Ben Ellefson","MIN","TE","4","0","0","0","-","0","0","7","3","3","26","0","10","-1","0","0","3","26","0","0","-1","-","-","0.00","0.0%","3.71","8.67","3.33","-0.33","0.00","0.0%","8.67","0.00","-0.33","0.0%","0.0","6.5","6.5","1.4","5.6","4.5","1.1"
"434","Demetric Felton","CLV","RB","6","1","-4","0","1","1","0","23","4","2","8","0","12","3","0","0","3","4","0","1","4","-4.00","1.00","1.00","0.0%","0.35","2.00","6.00","1.50","0.00","0.0%","1.33","0.33","1.33","0.0%","-0.7","1.3","0.7","0.4","2.4","6.3","1.0"
"435","Jesper Horsted","LV","TE","11","0","0","0","-","0","0","25","4","3","19","0","5","7","0","0","3","19","0","0","7","-","-","0.00","0.0%","0.76","4.75","1.67","2.33","0.00","0.0%","6.33","0.00","2.33","0.0%","0.0","1.7","1.7","0.4","4.9","5.5","0.5"
"436","Chris Evans","CIN","RB","11","0","0","0","-","0","0","13","4","3","38","1","8","-","0","1","3","38","1","0","0","-","-","0.00","0.0%","2.92","9.50","2.67","-","0.00","33.3%","12.67","0.00","0.00","33.3%","0.0","3.5","3.5","1.2","12.8","6.9","0.6"
"437","Austin Trammell","LA","WR","6","0","0","0","-","0","0","28","4","2","13","0","0","-","0","0","2","13","0","0","0","-","-","0.00","0.0%","0.46","3.25","0.00","-","0.00","0.0%","6.50","0.00","0.00","0.0%","0.0","2.2","2.2","0.6","3.3","5.6","0.9"
"438","Cade Johnson","SEA","WR","3","0","0","0","-","0","0","31","4","2","21","0","8","3","0","0","2","21","0","0","3","-","-","0.00","0.0%","0.68","5.25","4.00","1.50","0.00","0.0%","10.50","0.00","1.50","0.0%","0.0","7.0","7.0","1.4","4.1","6.0","2.0"
"439","Kendall Blanton","LA","TE","5","0","0","0","-","0","0","7","2","2","35","0","23","5","0","1","2","35","0","0","5","-","-","0.00","0.0%","5.00","17.50","11.50","2.50","0.00","50.0%","17.50","0.00","2.50","50.0%","0.0","7.0","7.0","1.1","5.5","2.8","0.6"
"440","Cole Turner","WAS","TE","10","0","0","0","-","0","0","68","8","2","23","0","8","4","0","0","2","23","0","0","4","-","-","0.00","0.0%","0.34","2.88","4.00","2.00","0.00","0.0%","11.50","0.00","2.00","0.0%","0.0","2.3","2.3","0.4","4.3","15.1","1.5"
"441","Tyler Badie","DEN","RB","1","1","0","0","-","0","0","3","1","1","24","1","31","8","1","1","2","24","1","1","8","-","-","0.00","0.0%","8.00","24.00","31.00","8.00","1.00","100.0%","12.00","0.50","4.00","50.0%","0.0","24.0","24.0","9.4","9.4","1.4","1.4"
"442","Dennis Houston","DAL","WR","2","0","0","0","-","0","0","44","6","2","16","0","6","6","0","0","2","16","0","0","6","-","-","0.00","0.0%","0.36","2.67","3.00","3.00","0.00","0.0%","8.00","0.00","3.00","0.0%","0.0","8.0","8.0","1.8","3.6","12.0","6.0"
"443","Keith Smith","ATL","FB","17","1","2","0","3","0","0","36","2","1","8","0","8","6","1","0","2","10","0","1","9","2.00","3.00","0.00","0.0%","0.22","4.00","8.00","6.00","1.00","0.0%","5.00","0.50","4.50","0.0%","0.1","0.5","0.6","0.1","2.0","5.6","0.3"
"444","Dareke Young","SEA","WR","12","0","0","0","-","0","0","29","2","2","24","0","24","12","1","0","2","24","0","1","12","-","-","0.00","0.0%","0.83","12.00","12.00","6.00","0.50","0.0%","12.00","0.50","6.00","0.0%","0.0","2.0","2.0","0.4","4.4","7.0","0.6"
"445","Lil'Jordan Humphrey","NE","WR","5","0","0","0","-","0","0","41","4","2","20","0","15","5","0","0","2","20","0","0","5","-","-","0.00","0.0%","0.49","5.00","7.50","2.50","0.00","0.0%","10.00","0.00","2.50","0.0%","0.0","4.0","4.0","0.8","4.0","6.1","1.2"
"446","Kevin White","NO","WR","7","0","0","0","-","0","0","70","5","2","74","0","68","39","1","1","2","74","0","1","39","-","-","0.00","0.0%","1.06","14.80","34.00","19.50","0.50","50.0%","37.00","0.50","19.50","50.0%","0.0","10.6","10.6","1.3","9.4","10.2","1.5"
"447","Quintez Cephus","DET","WR","4","0","0","0","-","0","0","20","3","2","15","0","4","2","0","0","2","15","0","0","2","-","-","0.00","0.0%","0.75","5.00","2.00","1.00","0.00","0.0%","7.50","0.00","1.00","0.0%","0.0","3.8","3.8","0.9","3.5","4.5","1.1"
"448","Miles Boykin","PIT","WR","16","0","0","0","-","0","0","27","3","2","11","0","0","-1","0","0","2","11","0","0","-1","-","-","0.00","0.0%","0.41","3.67","0.00","-0.50","0.00","0.0%","5.50","0.00","-0.50","0.0%","0.0","0.7","0.7","0.2","3.1","5.5","0.3"
"449","Stephen Sullivan","CAR","TE","14","0","0","0","-","0","0","65","5","2","46","0","31","3","0","1","2","46","0","0","3","-","-","0.00","0.0%","0.71","9.20","15.50","1.50","0.00","50.0%","23.00","0.00","1.50","50.0%","0.0","3.3","3.3","0.5","6.6","10.6","0.8"
"450","Danny Gray","SF","WR","13","1","9","0","7","0","0","26","6","1","10","0","4","2","0","0","2","19","0","0","9","9.00","7.00","0.00","0.0%","0.38","1.67","4.00","2.00","0.00","0.0%","9.50","0.00","4.50","0.0%","0.7","0.8","1.5","0.2","2.9","10.4","0.8"
"451","Ihmir Smith-Marsette","KC, CHI","WR","8","1","-1","0","-1","0","0","28","3","1","15","0","5","6","1","0","2","14","0","1","5","-1.00","-1.00","0.00","0.0%","0.54","5.00","5.00","6.00","1.00","0.0%","7.00","0.50","2.50","0.0%","-0.1","1.9","1.8","0.2","1.4","5.0","0.6"
"452","Jameson Williams","DET","WR","6","1","40","0","4","0","1","38","9","1","41","1","4","-","0","1","2","81","1","0","4","40.00","4.00","0.00","100.0%","1.08","4.56","4.00","-","0.00","100.0%","40.50","0.00","2.00","100.0%","6.7","6.8","13.5","2.5","15.1","20.9","3.5"
"453","Trey Sermon","PHI","RB","2","2","19","0","10","1","0","3","0","0","0","0","0","-","0","0","2","19","0","1","10","9.50","5.00","0.50","0.0%","0.00","-","0.00","-","0.00","0.0%","9.50","0.50","5.00","0.0%","9.5","0.0","9.5","1.0","1.9","1.0","0.5"
"454","Mike Thomas","CIN","WR","10","0","0","0","-","0","0","102","8","2","38","0","24","25","1","1","2","38","0","1","25","-","-","0.00","0.0%","0.37","4.75","12.00","12.50","0.50","50.0%","19.00","0.50","12.50","50.0%","0.0","3.8","3.8","0.8","7.8","19.9","2.0"
"455","Nsimba Webster","CHI","WR","1","0","0","0","-","0","0","8","3","2","14","0","4","1","0","0","2","14","0","0","1","-","-","0.00","0.0%","1.75","4.67","2.00","0.50","0.00","0.0%","7.00","0.00","0.50","0.0%","0.0","14.0","14.0","3.4","3.4","4.9","4.9"
"456","Duke Johnson","BUF","RB","1","2","4","0","4","1","0","2","0","0","0","0","0","-","0","0","2","4","0","1","4","2.00","2.00","0.50","0.0%","0.00","-","0.00","-","0.00","0.0%","2.00","0.50","2.00","0.0%","4.0","0.0","4.0","0.4","0.4","1.0","1.0"
"457","Damien Williams","ATL","RB","1","2","2","0","4","1","0","5","0","0","0","0","0","-","0","0","2","2","0","1","4","1.00","2.00","0.50","0.0%","0.00","-","0.00","-","0.00","0.0%","1.00","0.50","2.00","0.0%","2.0","0.0","2.0","0.2","0.2","1.0","1.0"
"458","Daylen Baldwin","CLV","WR","1","0","0","0","-","0","0","5","2","2","25","0","0","-","0","0","2","25","0","0","0","-","-","0.00","0.0%","5.00","12.50","0.00","-","0.00","0.0%","12.50","0.00","0.00","0.0%","0.0","25.0","25.0","4.5","4.5","3.4","3.4"
"459","Devin Asiasi","CIN","TE","12","0","0","0","-","0","0","39","4","2","5","0","1","-1","0","0","2","5","0","0","-1","-","-","0.00","0.0%","0.13","1.25","0.50","-0.50","0.00","0.0%","2.50","0.00","-0.50","0.0%","0.0","0.4","0.4","0.2","2.5","6.6","0.6"
"460","Trevon Wesco","CHI","TE","15","0","0","0","-","0","0","22","4","2","26","0","12","6","1","1","2","26","0","1","6","-","-","0.00","0.0%","1.18","6.50","6.00","3.00","0.50","50.0%","13.00","0.50","3.00","50.0%","0.0","1.7","1.7","0.4","6.6","7.3","0.5"
"461","Sean McKeon","DAL","TE","13","0","0","0","-","0","0","15","2","2","11","0","9","3","0","0","2","11","0","0","3","-","-","0.00","0.0%","0.73","5.50","4.50","1.50","0.00","0.0%","5.50","0.00","1.50","0.0%","0.0","0.8","0.8","0.2","3.1","3.1","0.2"
"462","Dezmon Patmon","IND","WR","1","0","0","0","-","0","0","15","5","2","24","0","8","6","0","0","2","24","0","0","6","-","-","0.00","0.0%","1.60","4.80","4.00","3.00","0.00","0.0%","12.00","0.00","3.00","0.0%","0.0","24.0","24.0","4.4","4.4","10.2","10.2"
"463","Drew Sample","CIN","TE","2","0","0","0","-","0","0","10","2","2","-2","0","0","-","0","0","2","-2","0","0","0","-","-","0.00","0.0%","-0.20","-1.00","0.00","-","0.00","0.0%","-1.00","0.00","0.00","0.0%","0.0","-1.0","-1.0","0.9","1.8","3.2","1.6"
"464","Jalen Guyton","LAC","WR","3","0","0","0","-","0","0","18","4","2","64","0","8","1","0","1","2","64","0","0","1","-","-","0.00","0.0%","3.56","16.00","4.00","0.50","0.00","50.0%","32.00","0.00","0.50","50.0%","0.0","21.3","21.3","2.8","8.4","9.3","3.1"
"465","Blake Bell","KC","TE","3","0","0","0","-","0","0","10","2","2","20","1","9","2","0","0","2","20","1","0","2","-","-","0.00","0.0%","2.00","10.00","4.50","1.00","0.00","0.0%","10.00","0.00","1.00","0.0%","0.0","6.7","6.7","3.3","10.0","2.9","1.0"
"466","Braylon Sanders","MIA","WR","3","0","0","0","-","0","0","18","3","2","17","0","2","-","0","0","2","17","0","0","0","-","-","0.00","0.0%","0.94","5.67","1.00","-","0.00","0.0%","8.50","0.00","0.00","0.0%","0.0","5.7","5.7","0.9","2.7","4.5","1.5"
"467","Tyrie Cleveland","DEN","WR","5","0","0","0","-","0","0","36","7","2","28","0","17","11","2","0","2","28","0","2","11","-","-","0.00","0.0%","0.78","4.00","8.50","5.50","1.00","0.0%","14.00","1.00","5.50","0.0%","0.0","5.6","5.6","1.0","4.8","14.1","2.8"
"468","Deonte Harty","NO","WR","4","0","0","0","-","0","0","18","2","2","13","0","7","2","0","0","2","13","0","0","2","-","-","0.00","0.0%","0.72","6.50","3.50","1.00","0.00","0.0%","6.50","0.00","1.00","0.0%","0.0","3.3","3.3","0.6","2.3","3.1","0.8"
"469","Jalen Virgil","DEN","WR","9","0","0","0","-","0","0","43","4","2","75","1","43","1","0","1","2","75","1","0","1","-","-","0.00","0.0%","1.74","18.75","21.50","0.50","0.00","50.0%","37.50","0.00","0.50","50.0%","0.0","8.3","8.3","1.6","14.5","7.6","0.8"
"470","Jalen Tolbert","DAL","WR","7","0","0","0","-","0","0","39","3","2","12","0","2","1","0","0","2","12","0","0","1","-","-","0.00","0.0%","0.31","4.00","1.00","0.50","0.00","0.0%","6.00","0.00","0.50","0.0%","0.0","1.7","1.7","0.5","3.2","5.7","0.8"
"471","Keith Kirkwood","NO","WR","5","0","0","0","-","0","0","62","4","2","18","0","4","2","0","0","2","18","0","0","2","-","-","0.00","0.0%","0.29","4.50","2.00","1.00","0.00","0.0%","9.00","0.00","1.00","0.0%","0.0","3.6","3.6","0.8","3.8","7.4","1.5"
"472","Jason Cabinda","DET","FB","8","1","4","0","3","0","0","20","4","1","5","0","2","1","0","0","2","9","0","0","4","4.00","3.00","0.00","0.0%","0.25","1.25","2.00","1.00","0.00","0.0%","4.50","0.00","2.00","0.0%","0.5","0.6","1.1","0.2","1.9","9.4","1.2"
"473","Mason Schreck","HST","TE","3","0","0","0","-","0","0","21","2","2","6","0","-1","-1","0","0","2","6","0","0","-1","-","-","0.00","0.0%","0.29","3.00","-0.50","-0.50","0.00","0.0%","3.00","0.00","-0.50","0.0%","0.0","2.0","2.0","0.9","2.6","2.9","1.0"
"474","Erik Ezukanma","MIA","WR","2","0","0","0","-","0","0","3","1","1","3","0","7","3","0","0","1","3","0","0","3","-","-","0.00","0.0%","1.00","3.00","7.00","3.00","0.00","0.0%","3.00","0.00","3.00","0.0%","0.0","1.5","1.5","0.7","1.3","1.3","0.7"
"475","Juwann Winfree","GB","WR","3","0","0","0","-","0","0","22","4","1","17","0","5","-","0","0","1","17","0","0","0","-","-","0.00","0.0%","0.77","4.25","5.00","-","0.00","0.0%","17.00","0.00","0.00","0.0%","0.0","5.7","5.7","0.9","2.7","8.2","2.7"
"476","Tommy Sweeney","BUF","TE","6","0","0","0","-","0","0","16","1","1","7","0","8","-","0","0","1","7","0","0","0","-","-","0.00","0.0%","0.44","7.00","8.00","-","0.00","0.0%","7.00","0.00","0.00","0.0%","0.0","1.2","1.2","0.3","1.7","1.5","0.3"
"477","C.J. Board","TEN","WR","4","0","0","0","-","0","0","8","1","1","6","0","0","-","0","0","1","6","0","0","0","-","-","0.00","0.0%","0.75","6.00","0.00","-","0.00","0.0%","6.00","0.00","0.00","0.0%","0.0","1.5","1.5","0.4","1.6","1.4","0.4"
"478","Mason Kinsey","TEN","WR","2","0","0","0","-","0","0","8","1","1","3","0","0","-","0","0","1","3","0","0","0","-","-","0.00","0.0%","0.38","3.00","0.00","-","0.00","0.0%","3.00","0.00","0.00","0.0%","0.0","1.5","1.5","0.7","1.3","1.4","0.7"
"479","Keke Coutee","IND","WR","7","0","0","0","-","0","0","2","1","1","20","0","10","1","0","1","1","20","0","0","1","-","-","0.00","0.0%","10.00","20.00","10.00","1.00","0.00","100.0%","20.00","0.00","1.00","100.0%","0.0","2.9","2.9","0.3","2.0","1.5","0.2"
"480","Jacob Harris","LA","WR","3","0","0","0","-","0","0","0","1","1","6","0","2","-","0","0","1","6","0","0","0","-","-","0.00","0.0%","0.00","6.00","2.00","-","0.00","0.0%","6.00","0.00","0.00","0.0%","0.0","2.0","2.0","0.5","1.6","1.4","0.5"
"481","Richard Rodgers","LAC","TE","10","0","0","0","-","0","0","24","2","1","4","0","3","3","1","0","1","4","0","1","3","-","-","0.00","0.0%","0.17","2.00","3.00","3.00","1.00","0.0%","4.00","1.00","3.00","0.0%","0.0","0.4","0.4","0.1","1.4","5.6","0.6"
"482","John Brown","BUF","WR","3","0","0","0","-","0","0","9","2","1","42","1","1","-","0","1","1","42","1","0","0","-","-","0.00","0.0%","4.67","21.00","1.00","-","0.00","100.0%","42.00","0.00","0.00","100.0%","0.0","14.0","14.0","3.7","11.2","3.2","1.1"
"483","Maurice Alexander","DET","WR","4","0","0","0","-","0","0","1","1","1","7","0","5","2","0","0","1","7","0","0","2","-","-","0.00","0.0%","7.00","7.00","5.00","2.00","0.00","0.0%","7.00","0.00","2.00","0.0%","0.0","1.8","1.8","0.4","1.7","1.3","0.3"
"484","Kylin Hill","GB","RB","1","1","7","0","3","0","0","0","0","0","0","0","0","-","0","0","1","7","0","0","3","7.00","3.00","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","7.00","0.00","3.00","0.0%","7.0","0.0","7.0","0.7","0.7","0.8","0.8"
"485","Ty'Son Williams","ARZ","RB","1","0","0","0","-","0","0","2","1","1","5","0","7","1","0","0","1","5","0","0","1","-","-","0.00","0.0%","2.50","5.00","7.00","1.00","0.00","0.0%","5.00","0.00","1.00","0.0%","0.0","5.0","5.0","1.5","1.5","1.4","1.4"
"486","Jeremy Ruckert","NYJ","TE","5","0","0","0","-","0","0","13","2","1","8","0","3","1","0","0","1","8","0","0","1","-","-","0.00","0.0%","0.62","4.00","3.00","1.00","0.00","0.0%","8.00","0.00","1.00","0.0%","0.0","1.6","1.6","0.4","1.8","2.8","0.6"
"487","Frank Darby","ATL","WR","5","0","0","0","-","0","0","18","1","1","15","0","0","-","0","0","1","15","0","0","0","-","-","0.00","0.0%","0.83","15.00","0.00","-","0.00","0.0%","15.00","0.00","0.00","0.0%","0.0","3.0","3.0","0.5","2.5","1.2","0.2"
"488","Tyler Mabry","SEA","TE","2","0","0","0","-","0","0","2","1","1","7","1","2","-","0","0","1","7","1","0","0","-","-","0.00","0.0%","3.50","7.00","2.00","-","0.00","0.0%","7.00","0.00","0.00","0.0%","0.0","3.5","3.5","3.9","7.7","2.3","1.2"
"489","Jordan Howard","NO","RB","2","1","1","0","2","0","0","3","0","0","0","0","0","-","0","0","1","1","0","0","2","1.00","2.00","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","1.00","0.00","2.00","0.0%","0.5","0.0","0.5","0.1","0.1","0.5","0.2"
